ID,佣兵池ID,佣兵ID,抽取几率(100倍),佣兵上阵次数
3269,16,19100144,30,1
3270,16,19100145,30,1
3271,16,19100160,30,1
3272,16,19100197,30,1
3273,16,19100027,65,1
3274,16,19100090,65,1
3275,16,19100098,65,1
3276,16,19100022,65,1
3277,16,19100026,65,1
3278,16,19100077,65,1
3279,16,19100128,65,1
3280,16,19100156,65,1
3281,16,19100166,65,1
3282,16,19100195,65,1
3283,16,19100151,65,1
3284,16,19100092,120,1
3285,16,19100061,0,1
3286,16,19100165,120,1
3287,16,19100206,120,1
3288,16,19100175,120,1
3289,16,19100245,120,1
3290,16,19100180,120,1
3291,16,19100250,120,1
3292,16,19100216,120,1
3293,16,19100238,120,1
3294,16,17100038,96,1
3295,16,18100066,96,1
3296,16,19100058,96,1
3297,16,19100162,96,1
3298,16,19100082,0,1
3299,16,19100130,48,1
3300,16,19100152,48,1
3301,16,19100193,48,1
3302,16,19100212,48,1
3303,16,19100219,48,1
3304,16,19100209,48,1
3305,16,19100248,48,1
3306,16,19100081,0,1
3307,16,19100086,48,1
3308,16,19100244,48,1
3309,16,19100200,48,1
3310,16,19100056,48,1
3311,16,19100182,48,1
3312,16,19100191,48,1
3313,16,19100221,48,1
3314,16,11100006,12,1
3315,16,18100044,12,1
3316,16,19100069,0,1
3317,16,19100208,12,1
3318,16,19100066,0,1
3319,16,19100015,12,1
3320,16,19100096,12,1
3321,16,19100135,12,1
3322,16,19100158,12,1
3323,16,19100116,12,1
3324,16,19100190,12,1
3325,16,19100194,12,1
3326,16,19100220,12,1
3327,16,19100126,12,1
3328,16,19100127,12,1
3329,16,19100163,12,1
3330,16,19100173,12,1
3331,16,19100177,12,1
3332,16,19100235,12,1
3333,16,17100003,60,1
3334,16,17100011,60,1
3335,16,17100021,60,1
3336,16,19100035,60,1
3337,16,18100049,0,1
3338,16,18100003,144,1
3339,16,18100020,144,1
3340,16,18100004,144,1
3341,16,18100067,144,1
3342,16,19100161,32,1
3343,16,19100025,32,1
3344,16,19100002,32,1
3345,16,19100020,32,1
3346,16,19100039,32,1
3347,16,19100055,32,1
3348,16,19100057,32,1
3349,16,19100075,0,1
3350,16,19100029,32,1
3351,16,19100030,32,1
3352,16,19100118,32,1
3353,16,19100139,32,1
3354,16,19100138,32,1
3355,16,19100150,32,1
3356,16,19100153,32,1
3357,16,19100168,40,1
3358,16,19100073,0,1
3359,16,19100121,40,1
3360,16,19100201,40,1
3361,16,19100204,40,1
3362,16,19100031,40,1
3363,16,19100043,40,1
3364,16,19100048,40,1
3365,16,19100052,40,1
3366,16,19100053,40,1
3367,16,19100094,40,1
3368,16,19100102,40,1
3369,16,19100115,40,1
3370,16,19100137,40,1
3371,16,19100149,40,1
3372,16,19100196,40,1
3373,16,19100217,40,1
3374,16,19100203,40,1
3375,16,18100009,16,1
3376,16,18100022,16,1
3377,16,18100041,16,1
3378,16,18100060,16,1
3379,16,19100040,16,1
3380,16,19100120,16,1
3381,16,18100005,10,1
3382,16,18100007,10,1
3383,16,18100026,10,1
3384,16,18100033,10,1
3385,16,18100040,10,1
3386,16,19100001,10,1
3387,16,19100017,10,1
3388,16,19100045,10,1
3389,16,19100114,10,1
3390,16,19100178,10,1
3391,16,18100001,20,1
3392,16,18100030,20,1
3393,16,19100024,20,1
3394,16,19100046,20,1
3395,16,19100076,20,1
3396,16,19100009,20,1
3397,16,19100028,20,1
3398,16,19100034,20,1
3399,16,19100093,20,1
3400,16,19100119,20,1
3401,16,19100145,320,1
3402,16,19100160,320,1
3403,16,19100197,320,1
3404,16,18100067,320,1
3405,16,19100161,320,1
3406,16,19100025,320,1
3407,16,18100009,320,1
3408,16,18100022,320,1
3409,16,18100041,320,1
3410,17,11100017,26,1
3411,17,13100007,26,1
3412,17,14100005,26,1
3413,17,16100009,26,1
3414,17,16100014,0,1
3415,17,13100004,26,1
3416,17,15100007,26,1
3417,17,15100008,26,1
3418,17,16100008,26,1
3419,17,17100029,15,1
3420,17,18100063,15,1
3421,17,18100069,15,1
3422,17,18100045,15,1
3423,17,19100063,0,1
3424,17,19100099,15,1
3425,17,19100125,15,1
3426,17,19100087,15,1
3427,17,19100109,15,1
3428,17,19100110,15,1
3429,17,19100141,15,1
3430,17,19100147,15,1
3431,17,19100187,15,1
3432,17,19100218,15,1
3433,17,19100211,15,1
3434,17,19100215,15,1
3435,17,19100132,15,1
3436,17,19100159,15,1
3437,17,19100171,15,1
3438,17,19100190,15,1
3439,17,19100194,15,1
3440,17,19100220,15,1
3441,17,17100010,15,1
3442,17,17100015,15,1
3443,17,17100025,15,1
3444,17,17100012,15,1
3445,17,17100031,15,1
3446,17,17100009,15,1
3447,17,17100033,15,1
3448,17,17100023,15,1
3449,17,17100037,15,1
3450,17,18100036,80,1
3451,17,18100038,80,1
3452,17,18100032,80,1
3453,17,18100039,80,1
3454,17,18100042,80,1
3455,17,18100043,80,1
3456,17,18100021,80,1
3457,17,18100046,0,1
3458,17,18100006,80,1
3459,17,19100025,48,1
3460,17,19100005,48,1
3461,17,19100004,48,1
3462,17,19100018,48,1
3463,17,19100033,48,1
3464,17,19100010,48,1
3465,17,19100091,48,1
3466,17,19100154,48,1
3467,17,19100012,48,1
3468,17,19100008,48,1
3469,17,19100121,55,1
3470,17,19100201,55,1
3471,17,19100204,55,1
3472,17,19100095,55,1
3473,17,19100179,55,1
3474,17,19100122,55,1
3475,17,19100169,55,1
3476,17,19100249,55,1
3477,17,19100101,55,1
3478,17,19100038,55,1
3479,17,19100088,55,1
3480,17,19100155,55,1
3481,17,19100170,55,1
3482,17,11100022,80,1
3483,17,15100005,80,1
3484,17,16100003,80,1
3485,17,17100005,15,1
3486,17,17100017,15,1
3487,17,11100032,15,1
3488,17,17100022,15,1
3489,17,17100034,15,1
3490,17,10100005,15,1
3491,17,18100023,15,1
3492,17,18100073,15,1
3493,17,18100061,15,1
3494,17,19100013,15,1
3495,17,19100007,15,1
3496,17,19100050,15,1
3497,17,19100065,0,1
3498,17,19100131,15,1
3499,17,19100133,15,1
3500,17,19100172,15,1
3501,17,19100176,15,1
3502,17,19100181,15,1
3503,17,19100186,15,1
3504,17,19100188,15,1
3505,17,19100199,15,1
3506,17,19100212,15,1
3507,17,19100207,15,1
3508,17,19100205,15,1
3509,17,19100210,15,1
3510,17,19100206,15,1
3511,17,19100242,15,1
3512,17,19100078,0,1
3513,17,19100108,15,1
3514,17,19100148,15,1
3515,17,19100136,15,1
3516,17,19100214,15,1
3517,17,19100213,15,1
3518,17,17100004,72,1
3519,17,18100010,72,1
3520,17,18100017,72,1
3521,17,18100024,72,1
3522,17,18100027,72,1
3523,17,18100028,72,1
3524,17,18100054,0,1
3525,17,18100011,72,1
3526,17,18100065,72,1
3527,17,18100047,0,1
3528,17,19100036,30,1
3529,17,19100042,30,1
3530,17,19100051,30,1
3531,17,19100019,0,1
3532,17,19100067,30,1
3533,17,19100085,30,1
3534,17,19100089,30,1
3535,17,19100105,30,1
3536,17,19100104,30,1
3537,17,19100106,30,1
3538,17,19100117,30,1
3539,17,19100140,30,1
3540,17,19100144,30,1
3541,17,19100145,30,1
3542,17,19100160,30,1
3543,17,19100197,30,1
3544,17,19100027,65,1
3545,17,19100090,65,1
3546,17,19100098,65,1
3547,17,19100022,65,1
3548,17,19100026,65,1
3549,17,19100077,65,1
3550,17,19100128,65,1
3551,17,19100156,65,1
3552,17,19100166,65,1
3553,17,19100195,65,1
3554,17,19100151,65,1
3555,17,19100092,120,1
3556,17,19100061,0,1
3557,17,19100165,120,1
3558,17,19100206,120,1
3559,17,19100175,120,1
3560,17,19100245,120,1
3561,17,19100180,120,1
3562,17,19100250,120,1
3563,17,19100216,120,1
3564,17,19100238,120,1
3565,17,17100038,96,1
3566,17,18100066,96,1
3567,17,19100058,96,1
3568,17,19100162,96,1
3569,17,19100082,0,1
3570,17,19100130,48,1
3571,17,19100152,48,1
3572,17,19100193,48,1
3573,17,19100212,48,1
3574,17,19100219,48,1
3575,17,19100209,48,1
3576,17,19100248,48,1
3577,17,19100081,0,1
3578,17,19100086,48,1
3579,17,19100244,48,1
3580,17,19100200,48,1
3581,17,19100056,48,1
3582,17,19100182,48,1
3583,17,19100191,48,1
3584,17,19100221,48,1
3585,17,11100006,12,1
3586,17,18100044,12,1
3587,17,19100069,0,1
3588,17,19100208,12,1
3589,17,19100066,0,1
3590,17,19100015,12,1
3591,17,19100096,12,1
3592,17,19100135,12,1
3593,17,19100158,12,1
3594,17,19100116,12,1
3595,17,19100190,12,1
3596,17,19100194,12,1
3597,17,19100220,12,1
3598,17,19100126,12,1
3599,17,19100127,12,1
3600,17,19100163,12,1
3601,17,19100173,12,1
3602,17,19100177,12,1
3603,17,19100235,12,1
3604,17,17100003,60,1
3605,17,17100011,60,1
3606,17,17100021,60,1
3607,17,19100035,60,1
3608,17,18100049,0,1
3609,17,18100003,144,1
3610,17,18100020,144,1
3611,17,18100004,144,1
3612,17,18100067,144,1
3613,17,19100161,32,1
3614,17,19100025,32,1
3615,17,19100002,32,1
3616,17,19100020,32,1
3617,17,19100039,32,1
3618,17,19100055,32,1
3619,17,19100057,32,1
3620,17,19100075,0,1
3621,17,19100029,32,1
3622,17,19100030,32,1
3623,17,19100118,32,1
3624,17,19100139,32,1
3625,17,19100138,32,1
3626,17,19100150,32,1
3627,17,19100153,32,1
3628,17,19100168,40,1
3629,17,19100073,0,1
3630,17,19100121,40,1
3631,17,19100201,40,1
3632,17,19100204,40,1
3633,17,19100031,40,1
3634,17,19100043,40,1
3635,17,19100048,40,1
3636,17,19100052,40,1
3637,17,19100053,40,1
3638,17,19100094,40,1
3639,17,19100102,40,1
3640,17,19100115,40,1
3641,17,19100137,40,1
3642,17,19100149,40,1
3643,17,19100196,40,1
3644,17,19100217,40,1
3645,17,19100203,40,1
3646,17,18100009,16,1
3647,17,18100022,16,1
3648,17,18100041,16,1
3649,17,18100060,16,1
3650,17,19100040,16,1
3651,17,19100120,16,1
3652,17,18100005,10,1
3653,17,18100007,10,1
3654,17,18100026,10,1
3655,17,18100033,10,1
3656,17,18100040,10,1
3657,17,19100001,10,1
3658,17,19100017,10,1
3659,17,19100045,10,1
3660,17,19100114,10,1
3661,17,19100178,10,1
3662,17,18100001,20,1
3663,17,18100030,20,1
3664,17,19100024,20,1
3665,17,19100046,20,1
3666,17,19100076,20,1
3667,17,19100009,20,1
3668,17,19100028,20,1
3669,17,19100034,20,1
3670,17,19100093,20,1
3671,17,19100119,20,1
3672,17,19100101,432,1
3673,17,19100038,432,1
3674,17,19100088,432,1
3675,17,19100155,432,1
3676,17,19100170,432,1
3677,17,19100091,432,1
3678,17,19100154,432,1
3679,18,11100017,26,1
3680,18,13100007,26,1
3681,18,14100005,26,1
3682,18,16100009,26,1
3683,18,16100014,0,1
3684,18,13100004,26,1
3685,18,15100007,26,1
3686,18,15100008,26,1
3687,18,16100008,26,1
3688,18,17100029,15,1
3689,18,18100063,15,1
3690,18,18100069,15,1
3691,18,18100045,15,1
3692,18,19100063,0,1
3693,18,19100099,15,1
3694,18,19100125,15,1
3695,18,19100087,15,1
3696,18,19100109,15,1
3697,18,19100110,15,1
3698,18,19100141,15,1
3699,18,19100147,15,1
3700,18,19100187,15,1
3701,18,19100218,15,1
3702,18,19100211,15,1
3703,18,19100215,15,1
3704,18,19100132,15,1
3705,18,19100159,15,1
3706,18,19100171,15,1
3707,18,19100190,15,1
3708,18,19100194,15,1
3709,18,19100220,15,1
3710,18,17100010,15,1
3711,18,17100015,15,1
3712,18,17100025,15,1
3713,18,17100012,15,1
3714,18,17100031,15,1
3715,18,17100009,15,1
3716,18,17100033,15,1
3717,18,17100023,15,1
3718,18,17100037,15,1
3719,18,18100036,80,1
3720,18,18100038,80,1
3721,18,18100032,80,1
3722,18,18100039,80,1
3723,18,18100042,80,1
3724,18,18100043,80,1
3725,18,18100021,80,1
3726,18,18100046,0,1
3727,18,18100006,80,1
3728,18,19100025,48,1
3729,18,19100005,48,1
3730,18,19100004,48,1
3731,18,19100018,48,1
3732,18,19100033,48,1
3733,18,19100010,48,1
3734,18,19100091,48,1
3735,18,19100154,48,1
3736,18,19100012,48,1
3737,18,19100008,48,1
3738,18,19100121,55,1
3739,18,19100201,55,1
3740,18,19100204,55,1
3741,18,19100095,55,1
3742,18,19100179,55,1
3743,18,19100122,55,1
3744,18,19100169,55,1
3745,18,19100249,55,1
3746,18,19100101,55,1
3747,18,19100038,55,1
3748,18,19100088,55,1
3749,18,19100155,55,1
3750,18,19100170,55,1
3751,18,11100022,80,1
3752,18,15100005,80,1
3753,18,16100003,80,1
3754,18,17100005,15,1
3755,18,17100017,15,1
3756,18,11100032,15,1
3757,18,17100022,15,1
3758,18,17100034,15,1
3759,18,10100005,15,1
3760,18,18100023,15,1
3761,18,18100073,15,1
3762,18,18100061,15,1
3763,18,19100013,15,1
3764,18,19100007,15,1
3765,18,19100050,15,1
3766,18,19100065,15,1
3767,18,19100131,15,1
3768,18,19100133,15,1
3769,18,19100172,15,1
3770,18,19100176,15,1
3771,18,19100181,15,1
3772,18,19100186,15,1
3773,18,19100188,15,1
3774,18,19100199,15,1
3775,18,19100212,15,1
3776,18,19100207,15,1
3777,18,19100205,15,1
3778,18,19100210,15,1
3779,18,19100206,15,1
3780,18,19100242,15,1
3781,18,19100078,0,1
3782,18,19100108,15,1
3783,18,19100148,15,1
3784,18,19100136,15,1
3785,18,19100214,15,1
3786,18,19100213,15,1
3787,18,17100004,72,1
3788,18,18100010,72,1
3789,18,18100017,72,1
3790,18,18100024,72,1
3791,18,18100027,72,1
3792,18,18100028,72,1
3793,18,18100054,0,1
3794,18,18100011,72,1
3795,18,18100065,72,1
3796,18,18100047,0,1
3797,18,19100036,30,1
3798,18,19100042,30,1
3799,18,19100051,30,1
3800,18,19100019,0,1
3801,18,19100067,30,1
3802,18,19100085,30,1
3803,18,19100089,30,1
3804,18,19100105,30,1
3805,18,19100104,30,1
3806,18,19100106,30,1
3807,18,19100117,30,1
3808,18,19100140,30,1
3809,18,19100144,30,1
3810,18,19100145,30,1
3811,18,19100160,30,1
3812,18,19100197,30,1
3813,18,19100027,65,1
3814,18,19100090,65,1
3815,18,19100098,65,1
3816,18,19100022,65,1
3817,18,19100026,65,1
3818,18,19100077,65,1
3819,18,19100128,65,1
3820,18,19100156,65,1
3821,18,19100166,65,1
3822,18,19100195,65,1
3823,18,19100151,65,1
3824,18,19100092,120,1
3825,18,19100061,0,1
3826,18,19100165,120,1
3827,18,19100206,120,1
3828,18,19100175,120,1
3829,18,19100245,120,1
3830,18,19100180,120,1
3831,18,19100250,120,1
3832,18,19100216,120,1
3833,18,19100238,120,1
3834,18,17100038,96,1
3835,18,18100066,96,1
3836,18,19100058,96,1
3837,18,19100162,96,1
3838,18,19100082,0,1
3839,18,19100130,48,1
3840,18,19100152,48,1
3841,18,19100193,48,1
3842,18,19100212,48,1
3843,18,19100219,48,1
3844,18,19100209,48,1
3845,18,19100248,48,1
3846,18,19100081,0,1
3847,18,19100086,48,1
3848,18,19100244,48,1
3849,18,19100200,48,1
3850,18,19100056,48,1
3851,18,19100182,48,1
3852,18,19100191,48,1
3853,18,19100221,48,1
3854,18,11100006,12,1
3855,18,18100044,12,1
3856,18,19100069,0,1
3857,18,19100208,12,1
3858,18,19100066,0,1
3859,18,19100015,12,1
3860,18,19100096,12,1
3861,18,19100135,12,1
3862,18,19100158,12,1
3863,18,19100116,12,1
3864,18,19100190,12,1
3865,18,19100194,12,1
3866,18,19100220,12,1
3867,18,19100126,12,1
3868,18,19100127,12,1
3869,18,19100163,12,1
3870,18,19100173,12,1
3871,18,19100177,12,1
3872,18,19100235,12,1
3873,18,17100003,60,1
3874,18,17100011,60,1
3875,18,17100021,60,1
3876,18,19100035,60,1
3877,18,18100049,0,1
3878,18,18100003,144,1
3879,18,18100020,144,1
3880,18,18100004,144,1
3881,18,18100067,144,1
3882,18,19100161,32,1
3883,18,19100025,32,1
3884,18,19100002,32,1
3885,18,19100020,32,1
3886,18,19100039,32,1
3887,18,19100055,32,1
3888,18,19100057,32,1
3889,18,19100075,0,1
3890,18,19100029,32,1
3891,18,19100030,32,1
3892,18,19100118,32,1
3893,18,19100139,32,1
3894,18,19100138,32,1
3895,18,19100150,32,1
3896,18,19100153,32,1
3897,18,19100168,40,1
3898,18,19100073,0,1
3899,18,19100121,40,1
3900,18,19100201,40,1
3901,18,19100204,40,1
3902,18,19100031,40,1
3903,18,19100043,40,1
3904,18,19100048,40,1
3905,18,19100052,40,1
3906,18,19100053,40,1
3907,18,19100094,40,1
3908,18,19100102,40,1
3909,18,19100115,40,1
3910,18,19100137,40,1
3911,18,19100149,40,1
3912,18,19100196,40,1
3913,18,19100217,40,1
3914,18,19100203,40,1
3915,18,18100009,16,1
3916,18,18100022,16,1
3917,18,18100041,16,1
3918,18,18100060,16,1
3919,18,19100040,16,1
3920,18,19100120,16,1
3921,18,18100005,10,1
3922,18,18100007,10,1
3923,18,18100026,10,1
3924,18,18100033,10,1
3925,18,18100040,10,1
3926,18,19100001,10,1
3927,18,19100017,10,1
3928,18,19100045,10,1
3929,18,19100114,10,1
3930,18,19100178,10,1
3931,18,18100001,20,1
3932,18,18100030,20,1
3933,18,19100024,20,1
3934,18,19100046,20,1
3935,18,19100076,20,1
3936,18,19100009,20,1
3937,18,19100028,20,1
3938,18,19100034,20,1
3939,18,19100093,20,1
3940,18,19100119,20,1
3941,18,19100138,354,1
3942,18,19100150,354,1
3943,18,19100153,354,1
3944,18,19100168,354,1
3945,18,19100073,0,1
3946,18,19100121,354,1
3947,18,18100054,0,1
3948,18,18100011,354,1
3949,18,18100065,354,1
3950,18,18100047,0,1
3951,18,19100036,354,1
3952,18,19100042,354,1
3953,19,11100017,26,1
3954,19,13100007,26,1
3955,19,14100005,26,1
3956,19,16100009,26,1
3957,19,16100014,0,1
3958,19,13100004,26,1
3959,19,15100007,26,1
3960,19,15100008,26,1
3961,19,16100008,26,1
3962,19,17100029,15,1
3963,19,18100063,15,1
3964,19,18100069,15,1
3965,19,18100045,15,1
3966,19,19100063,0,1
3967,19,19100099,15,1
3968,19,19100125,15,1
3969,19,19100087,15,1
3970,19,19100109,15,1
3971,19,19100110,15,1
3972,19,19100141,15,1
3973,19,19100147,15,1
3974,19,19100187,15,1
3975,19,19100218,15,1
3976,19,19100211,15,1
3977,19,19100215,15,1
3978,19,19100132,15,1
3979,19,19100159,15,1
3980,19,19100171,15,1
3981,19,19100190,15,1
3982,19,19100194,15,1
3983,19,19100220,15,1
3984,19,17100010,15,1
3985,19,17100015,15,1
3986,19,17100025,15,1
3987,19,17100012,15,1
3988,19,17100031,15,1
3989,19,17100009,15,1
3990,19,17100033,15,1
3991,19,17100023,15,1
3992,19,17100037,15,1
3993,19,18100036,80,1
3994,19,18100038,80,1
3995,19,18100032,80,1
3996,19,18100039,80,1
3997,19,18100042,80,1
3998,19,18100043,80,1
3999,19,18100021,80,1
4000,19,18100046,0,1
4001,19,18100006,80,1
4002,19,19100025,48,1
4003,19,19100005,48,1
4004,19,19100004,48,1
4005,19,19100018,48,1
4006,19,19100033,48,1
4007,19,19100010,48,1
4008,19,19100091,48,1
4009,19,19100154,48,1
4010,19,19100012,48,1
4011,19,19100008,48,1
4012,19,19100121,55,1
4013,19,19100201,55,1
4014,19,19100204,55,1
4015,19,19100095,55,1
4016,19,19100179,55,1
4017,19,19100122,55,1
4018,19,19100169,55,1
4019,19,19100249,55,1
4020,19,19100101,55,1
4021,19,19100038,55,1
4022,19,19100088,55,1
4023,19,19100155,55,1
4024,19,19100170,55,1
4025,19,11100022,80,1
4026,19,15100005,80,1
4027,19,16100003,80,1
4028,19,17100005,15,1
4029,19,17100017,15,1
4030,19,11100032,15,1
4031,19,17100022,15,1
4032,19,17100034,15,1
4033,19,10100005,15,1
4034,19,18100023,15,1
4035,19,18100073,15,1
4036,19,18100061,15,1
4037,19,19100013,15,1
4038,19,19100007,15,1
4039,19,19100050,15,1
4040,19,19100065,0,1
4041,19,19100131,15,1
4042,19,19100133,15,1
4043,19,19100172,15,1
4044,19,19100176,15,1
4045,19,19100181,15,1
4046,19,19100186,15,1
4047,19,19100188,15,1
4048,19,19100199,15,1
4049,19,19100212,15,1
4050,19,19100207,15,1
4051,19,19100205,15,1
4052,19,19100210,15,1
4053,19,19100206,15,1
4054,19,19100242,15,1
4055,19,19100078,0,1
4056,19,19100108,15,1
4057,19,19100148,15,1
4058,19,19100136,15,1
4059,19,19100214,15,1
4060,19,19100213,15,1
4061,19,17100004,72,1
4062,19,18100010,72,1
4063,19,18100017,72,1
4064,19,18100024,72,1
4065,19,18100027,72,1
4066,19,18100028,72,1
4067,19,18100054,0,1
4068,19,18100011,72,1
4069,19,18100065,72,1
4070,19,18100047,0,1
4071,19,19100036,30,1
4072,19,19100042,30,1
4073,19,19100051,30,1
4074,19,19100019,0,1
4075,19,19100067,30,1
4076,19,19100085,30,1
4077,19,19100089,30,1
4078,19,19100105,30,1
4079,19,19100104,30,1
4080,19,19100106,30,1
4081,19,19100117,30,1
4082,19,19100140,30,1
4083,19,19100144,30,1
4084,19,19100145,30,1
4085,19,19100160,30,1
4086,19,19100197,30,1
4087,19,19100027,65,1
4088,19,19100090,65,1
4089,19,19100098,65,1
4090,19,19100022,65,1
4091,19,19100026,65,1
4092,19,19100077,65,1
4093,19,19100128,65,1
4094,19,19100156,65,1
4095,19,19100166,65,1
4096,19,19100195,65,1
4097,19,19100151,65,1
4098,19,19100092,120,1
4099,19,19100061,0,1
4100,19,19100165,120,1
4101,19,19100206,120,1
4102,19,19100175,120,1
4103,19,19100245,120,1
4104,19,19100180,120,1
4105,19,19100250,120,1
4106,19,19100216,120,1
4107,19,19100238,120,1
4108,19,17100038,96,1
4109,19,18100066,96,1
4110,19,19100058,96,1
4111,19,19100162,96,1
4112,19,19100082,0,1
4113,19,19100130,48,1
4114,19,19100152,48,1
4115,19,19100193,48,1
4116,19,19100212,48,1
4117,19,19100219,48,1
4118,19,19100209,48,1
4119,19,19100248,48,1
4120,19,19100081,0,1
4121,19,19100086,48,1
4122,19,19100244,48,1
4123,19,19100200,48,1
4124,19,19100056,48,1
4125,19,19100182,48,1
4126,19,19100191,48,1
4127,19,19100221,48,1
4128,19,11100006,12,1
4129,19,18100044,12,1
4130,19,19100069,0,1
4131,19,19100208,12,1
4132,19,19100066,0,1
4133,19,19100015,12,1
4134,19,19100096,12,1
4135,19,19100135,12,1
4136,19,19100158,12,1
4137,19,19100116,12,1
4138,19,19100190,12,1
4139,19,19100194,12,1
4140,19,19100220,12,1
4141,19,19100126,12,1
4142,19,19100127,12,1
4143,19,19100163,12,1
4144,19,19100173,12,1
4145,19,19100177,12,1
4146,19,19100235,12,1
4147,19,17100003,60,1
4148,19,17100011,60,1
4149,19,17100021,60,1
4150,19,19100035,60,1
4151,19,18100049,0,1
4152,19,18100003,144,1
4153,19,18100020,144,1
4154,19,18100004,144,1
4155,19,18100067,144,1
4156,19,19100161,32,1
4157,19,19100025,32,1
4158,19,19100002,32,1
4159,19,19100020,32,1
4160,19,19100039,32,1
4161,19,19100055,32,1
4162,19,19100057,32,1
4163,19,19100075,0,1
4164,19,19100029,32,1
4165,19,19100030,32,1
4166,19,19100118,32,1
4167,19,19100139,32,1
4168,19,19100138,32,1
4169,19,19100150,32,1
4170,19,19100153,32,1
4171,19,19100168,40,1
4172,19,19100073,0,1
4173,19,19100121,40,1
4174,19,19100201,40,1
4175,19,19100204,40,1
4176,19,19100031,40,1
4177,19,19100043,40,1
4178,19,19100048,40,1
4179,19,19100052,40,1
4180,19,19100053,40,1
4181,19,19100094,40,1
4182,19,19100102,40,1
4183,19,19100115,40,1
4184,19,19100137,40,1
4185,19,19100149,40,1
4186,19,19100196,40,1
4187,19,19100217,40,1
4188,19,19100203,40,1
4189,19,18100009,16,1
4190,19,18100022,16,1
4191,19,18100041,16,1
4192,19,18100060,16,1
4193,19,19100040,16,1
4194,19,19100120,16,1
4195,19,18100005,10,1
4196,19,18100007,10,1
4197,19,18100026,10,1
4198,19,18100033,10,1
4199,19,18100040,10,1
4200,19,19100001,10,1
4201,19,19100017,10,1
4202,19,19100045,10,1
4203,19,19100114,10,1
4204,19,19100178,10,1
4205,19,18100001,20,1
4206,19,18100030,20,1
4207,19,19100024,20,1
4208,19,19100046,20,1
4209,19,19100076,20,1
4210,19,19100009,20,1
4211,19,19100028,20,1
4212,19,19100034,20,1
4213,19,19100093,20,1
4214,19,19100119,20,1
4215,19,18100005,382,1
4216,19,18100007,382,1
4217,19,18100026,382,1
4218,19,18100033,382,1
