ID,地点名,收益ID,关卡类型,战斗场景,场景音乐,默认开启,描述,场景怪物列表,图标,首掉频率,首次掉落组,随后频率,地点掉落组,事件1探索时间,事件1,宝箱掉落,场景类型
100568,44-3,126,3,time,mining,,,17000012|11000033|11000034|11000035,icon/maze/time,1200,110300219,3600,110300219,120,1000568,,18
100569,44-4,126,4,time,mining,,,18000003|15000011|15000012,icon/maze/time,1200,110300220,14400,110300220,120,1000569,,18
100570,44-5,126,5,time,boss,,,17000003|15000001|15000003|15000002,icon/maze/time,1200,300300220,3600,200300220,1200,1000570,,18
100571,45-1,45,1,cave,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110000001,3600,110000001,120,1000571,,3
100572,45-2,45,2,cave,city,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110000002,3600,110000002,120,1000572,,3
100573,45-3,45,3,cave,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110100224,3600,110100224,120,1000573,,3
100574,45-4,45,4,cave,mining,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110100225,14400,110100225,120,1000574,,3
100575,45-5,45,5,cave,boss,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,300100225,3600,200100225,1200,1000575,,3
100576,45-1,89,1,cave,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110000001,3600,110000001,120,1000576,,3
100577,45-2,89,2,cave,city,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110000002,3600,110000002,120,1000577,,3
100578,45-3,89,3,cave,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110200224,3600,110200224,120,1000578,,3
100579,45-4,89,4,cave,mining,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110200225,14400,110200225,120,1000579,,3
100580,45-5,89,5,cave,boss,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,300200225,3600,200200225,1200,1000580,,3
100581,45-1,127,1,cave,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110000001,3600,110000001,120,1000581,,3
100582,45-2,127,2,cave,city,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110000002,3600,110000002,120,1000582,,3
100583,45-3,127,3,cave,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110300224,3600,110300224,120,1000583,,3
100584,45-4,127,4,cave,mining,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,110300225,14400,110300225,120,1000584,,3
100585,45-5,127,5,cave,boss,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/cave,1200,300300225,3600,200300225,1200,1000585,,3
100586,46-1,46,1,spring,field,,,13000009|13000010|13000011|13000012|13000013,icon/maze/spring,1200,110000001,3600,110000001,120,1000586,,16
100587,46-2,46,2,spring,mining,,,17000002|18000001,icon/maze/spring,1200,110000002,3600,110000002,120,1000587,,16
100588,46-3,46,3,spring,field,,,18000034|18000026|18000027|18000022|18000010|18000011,icon/maze/spring,1200,110100229,3600,110100229,120,1000588,,16
100589,46-4,46,4,spring,mining,,,19000038|21000009|21000010,icon/maze/spring,1200,110100230,14400,110100230,120,1000589,,16
100590,46-5,46,5,spring,boss,,,19000024|17000028|17000029,icon/maze/spring,1200,300100230,3600,200100230,1200,1000590,,16
100591,46-1,90,1,spring,field,,,13000009|13000010|13000011|13000012|13000013,icon/maze/spring,1200,110000001,3600,110000001,120,1000591,,16
100592,46-2,90,2,spring,mining,,,17000002|18000001,icon/maze/spring,1200,110000002,3600,110000002,120,1000592,,16
100593,46-3,90,3,spring,field,,,18000034|18000026|18000027|18000022|18000010|18000011,icon/maze/spring,1200,110200229,3600,110200229,120,1000593,,16
100594,46-4,90,4,spring,mining,,,19000038|21000009|21000010,icon/maze/spring,1200,110200230,14400,110200230,120,1000594,,16
100595,46-5,90,5,spring,boss,,,19000024|17000028|17000029,icon/maze/spring,1200,300200230,3600,200200230,1200,1000595,,16
100596,46-1,128,1,spring,field,,,13000009|13000010|13000011|13000012|13000013,icon/maze/spring,1200,110000001,3600,110000001,120,1000596,,16
100597,46-2,128,2,spring,mining,,,17000002|18000001,icon/maze/spring,1200,110000002,3600,110000002,120,1000597,,16
100598,46-3,128,3,spring,field,,,18000034|18000026|18000027|18000022|18000010|18000011,icon/maze/spring,1200,110300229,3600,110300229,120,1000598,,16
100599,46-4,128,4,spring,mining,,,19000038|21000009|21000010,icon/maze/spring,1200,110300230,14400,110300230,120,1000599,,16
100600,46-5,128,5,spring,boss,,,19000024|17000028|17000029,icon/maze/spring,1200,300300230,3600,200300230,1200,1000600,,16
100601,47-1,47,1,time,mining,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110000001,3600,110000001,120,1000601,,18
100602,47-2,47,2,time,mining,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110000002,3600,110000002,120,1000602,,18
100603,47-3,47,3,time,field,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110100234,3600,110100234,120,1000603,,18
100604,47-4,47,4,time,city,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110100235,14400,110100235,120,1000604,,18
100605,47-5,47,5,time,boss,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,300100235,3600,200100235,1200,1000605,,18
100606,47-1,91,1,time,mining,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110000001,3600,110000001,120,1000606,,18
100607,47-2,91,2,time,mining,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110000002,3600,110000002,120,1000607,,18
100608,47-3,91,3,time,field,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110200234,3600,110200234,120,1000608,,18
100609,47-4,91,4,time,city,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110200235,14400,110200235,120,1000609,,18
100610,47-5,91,5,time,boss,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,300200235,3600,200200235,1200,1000610,,18
100611,47-1,129,1,time,mining,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110000001,3600,110000001,120,1000611,,18
100612,47-2,129,2,time,mining,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110000002,3600,110000002,120,1000612,,18
100613,47-3,129,3,time,field,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110300234,3600,110300234,120,1000613,,18
100614,47-4,129,4,time,city,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,110300235,14400,110300235,120,1000614,,18
100615,47-5,129,5,time,boss,,,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/time,1200,300300235,3600,200300235,1200,1000615,,18
100616,48-1,48,1,ruins,field,,,17000028|17000029,icon/maze/ruins,1200,110000001,3600,110000001,120,1000616,,11
100617,48-2,48,2,ruins,mining,,,17000016|17000029|17000028,icon/maze/ruins,1200,110000002,3600,110000002,120,1000617,,11
100618,48-3,48,3,ruins,mining,,,16000013|17000014|16000012|17000024,icon/maze/ruins,1200,110100239,3600,110100239,120,1000618,,11
100619,48-4,48,4,ruins,field,,,19000057|19000058,icon/maze/ruins,1200,110100240,14400,110100240,120,1000619,,11
100620,48-5,48,5,ruins,boss,,,19000059,icon/maze/ruins,1200,300100240,3600,200100240,1200,1000620,,11
100621,48-1,92,1,ruins,field,,,17000028|17000029,icon/maze/ruins,1200,110000001,3600,110000001,120,1000621,,11
100622,48-2,92,2,ruins,mining,,,17000016|17000029|17000028,icon/maze/ruins,1200,110000002,3600,110000002,120,1000622,,11
100623,48-3,92,3,ruins,mining,,,16000013|17000014|16000012|17000024,icon/maze/ruins,1200,110200239,3600,110200239,120,1000623,,11
100624,48-4,92,4,ruins,field,,,19000057|19000058,icon/maze/ruins,1200,110200240,14400,110200240,120,1000624,,11
100625,48-5,92,5,ruins,boss,,,19000059,icon/maze/ruins,1200,300200240,3600,200200240,1200,1000625,,11
100626,48-1,130,1,ruins,field,,,17000028|17000029,icon/maze/ruins,1200,110000001,3600,110000001,120,1000626,,11
100627,48-2,130,2,ruins,mining,,,17000016|17000029|17000028,icon/maze/ruins,1200,110000002,3600,110000002,120,1000627,,11
100628,48-3,130,3,ruins,mining,,,16000013|17000014|16000012|17000024,icon/maze/ruins,1200,110300239,3600,110300239,120,1000628,,11
100629,48-4,130,4,ruins,field,,,19000057|19000058,icon/maze/ruins,1200,110300240,14400,110300240,120,1000629,,11
100630,48-5,130,5,ruins,boss,,,19000059,icon/maze/ruins,1200,300300240,3600,200300240,1200,1000630,,11
100631,49-1,49,1,angel,mining,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110000001,3600,110000001,120,1000631,,2
100632,49-2,49,2,angel,mining,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110000002,3600,110000002,120,1000632,,2
100633,49-3,49,3,angel,mining,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110100244,3600,110100244,120,1000633,,2
100634,49-4,49,4,angel,city,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110100245,14400,110100245,120,1000634,,2
100635,49-5,49,5,angel,boss,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,300100245,3600,200100245,1200,1000635,,2
100636,49-1,93,1,angel,mining,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110000001,3600,110000001,120,1000636,,2
100637,49-2,93,2,angel,mining,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110000002,3600,110000002,120,1000637,,2
100638,49-3,93,3,angel,mining,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110200244,3600,110200244,120,1000638,,2
100639,49-4,93,4,angel,city,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110200245,14400,110200245,120,1000639,,2
100640,49-5,93,5,angel,boss,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,300200245,3600,200200245,1200,1000640,,2
100641,49-1,131,1,angel,mining,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110000001,3600,110000001,120,1000641,,2
100642,49-2,131,2,angel,mining,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110000002,3600,110000002,120,1000642,,2
100643,49-3,131,3,angel,mining,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110300244,3600,110300244,120,1000643,,2
100644,49-4,131,4,angel,city,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,110300245,14400,110300245,120,1000644,,2
100645,49-5,131,5,angel,boss,,,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/angel,1200,300300245,3600,200300245,1200,1000645,,2
100646,50-1,50,1,iceberg,field,,,17000026|15000001|15000002|15000003|15000004,icon/maze/iceberg,1200,110000001,3600,110000001,120,1000646,,8
100647,50-2,50,2,iceberg,field,,,17000027|15000001|15000002|15000003|15000004,icon/maze/iceberg,1200,110000002,3600,110000002,120,1000647,,8
100648,50-3,50,3,iceberg,mining,,,18000046|13000005|13000006|13000007|13000008|13000009,icon/maze/iceberg,1200,110100249,3600,110100249,120,1000648,,8
100649,50-4,50,4,iceberg,mining,,,17000005|13000005|13000006|13000007|13000008|17000011,icon/maze/iceberg,1200,110100250,14400,110100250,120,1000649,,8
100650,50-5,50,5,iceberg,boss,,,17000005|13000005|13000006|13000007|13000008|13000009,icon/maze/iceberg,1200,300100250,3600,200100250,1200,1000650,,8
100651,50-1,94,1,iceberg,field,,,17000026|15000001|15000002|15000003|15000004,icon/maze/iceberg,1200,110000001,3600,110000001,120,1000651,,8
100652,50-2,94,2,iceberg,field,,,17000027|15000001|15000002|15000003|15000004,icon/maze/iceberg,1200,110000002,3600,110000002,120,1000652,,8
100653,50-3,94,3,iceberg,mining,,,18000046|13000005|13000006|13000007|13000008|13000009,icon/maze/iceberg,1200,110200249,3600,110200249,120,1000653,,8
100654,50-4,94,4,iceberg,mining,,,17000005|13000005|13000006|13000007|13000008|17000011,icon/maze/iceberg,1200,110200250,14400,110200250,120,1000654,,8
100655,50-5,94,5,iceberg,boss,,,17000005|13000005|13000006|13000007|13000008|13000009,icon/maze/iceberg,1200,300200250,3600,200200250,1200,1000655,,8
100656,50-1,132,1,iceberg,field,,,17000026|15000001|15000002|15000003|15000004,icon/maze/iceberg,1200,110000001,3600,110000001,120,1000656,,8
100657,50-2,132,2,iceberg,field,,,17000027|15000001|15000002|15000003|15000004,icon/maze/iceberg,1200,110000002,3600,110000002,120,1000657,,8
100658,50-3,132,3,iceberg,mining,,,18000046|13000005|13000006|13000007|13000008|13000009,icon/maze/iceberg,1200,110300249,3600,110300249,120,1000658,,8
100659,50-4,132,4,iceberg,mining,,,17000005|13000005|13000006|13000007|13000008|17000011,icon/maze/iceberg,1200,110300250,14400,110300250,120,1000659,,8
100660,50-5,132,5,iceberg,boss,,,17000005|13000005|13000006|13000007|13000008|13000009,icon/maze/iceberg,1200,300300250,3600,200300250,1200,1000660,,8
100661,51-1,133,1,spring,field,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110000001,3600,110000001,120,1000661,,16
100662,51-2,133,2,spring,mining,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110000002,3600,110000002,120,1000662,,16
100663,51-3,133,3,spring,field,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110100254,3600,110100254,120,1000663,,16
100664,51-4,133,4,spring,mining,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110100255,14400,110100255,120,1000664,,16
100665,51-5,133,5,spring,boss,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,300100255,3600,200100255,1200,1000665,,16
100666,51-1,134,1,spring,field,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110000001,3600,110000001,120,1000666,,16
100667,51-2,134,2,spring,mining,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110000002,3600,110000002,120,1000667,,16
100668,51-3,134,3,spring,field,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110200254,3600,110200254,120,1000668,,16
100669,51-4,134,4,spring,mining,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110200255,14400,110200255,120,1000669,,16
100670,51-5,134,5,spring,boss,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,300200255,3600,200200255,1200,1000670,,16
100671,51-1,135,1,spring,field,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110000001,3600,110000001,120,1000671,,16
100672,51-2,135,2,spring,mining,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110000002,3600,110000002,120,1000672,,16
100673,51-3,135,3,spring,field,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110300254,3600,110300254,120,1000673,,16
100674,51-4,135,4,spring,mining,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,110300255,14400,110300255,120,1000674,,16
100675,51-5,135,5,spring,boss,,,11000033|11000034|11000035|19000091|19000093|18000062,icon/maze/ether,1200,300300255,3600,200300255,1200,1000675,,16
100676,52-1,136,1,spring,field,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110000001,3600,110000001,120,1000676,,16
100677,52-2,136,2,spring,field,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110000002,3600,110000002,120,1000677,,16
100678,52-3,136,3,spring,mining,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110100259,3600,110100259,120,1000678,,16
100679,52-4,136,4,spring,mining,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110100260,14400,110100260,120,1000679,,16
100680,52-5,136,5,spring,boss,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,300100260,3600,200100260,1200,1000680,,16
100681,52-1,137,1,spring,field,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110000001,3600,110000001,120,1000681,,16
100682,52-2,137,2,spring,field,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110000002,3600,110000002,120,1000682,,16
100683,52-3,137,3,spring,mining,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110200259,3600,110200259,120,1000683,,16
100684,52-4,137,4,spring,mining,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110200260,14400,110200260,120,1000684,,16
100685,52-5,137,5,spring,boss,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,300200260,3600,200200260,1200,1000685,,16
100686,52-1,138,1,spring,field,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110000001,3600,110000001,120,1000686,,16
100687,52-2,138,2,spring,field,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110000002,3600,110000002,120,1000687,,16
100688,52-3,138,3,spring,mining,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110300259,3600,110300259,120,1000688,,16
100689,52-4,138,4,spring,mining,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,110300260,14400,110300260,120,1000689,,16
100690,52-5,138,5,spring,boss,,,11000025|11000009|18000021|19000011|19000041,icon/maze/time,1200,300300260,3600,200300260,1200,1000690,,16
100691,53-1,139,1,spring,field,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110000001,3600,110000001,120,1000691,,16
100692,53-2,139,2,spring,mining,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110000002,3600,110000002,120,1000692,,16
100693,53-3,139,3,spring,field,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110100264,3600,110100264,120,1000693,,16
100694,53-4,139,4,spring,mining,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110100265,14400,110100265,120,1000694,,16
100695,53-5,139,5,spring,boss,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,300100265,3600,200100265,1200,1000695,,16
100696,53-1,140,1,spring,field,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110000001,3600,110000001,120,1000696,,16
100697,53-2,140,2,spring,mining,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110000002,3600,110000002,120,1000697,,16
100698,53-3,140,3,spring,field,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110200264,3600,110200264,120,1000698,,16
100699,53-4,140,4,spring,mining,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110200265,14400,110200265,120,1000699,,16
100700,53-5,140,5,spring,boss,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,300200265,3600,200200265,1200,1000700,,16
100701,53-1,141,1,spring,field,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110000001,3600,110000001,120,1000701,,16
100702,53-2,141,2,spring,mining,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110000002,3600,110000002,120,1000702,,16
100703,53-3,141,3,spring,field,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110300264,3600,110300264,120,1000703,,16
100704,53-4,141,4,spring,mining,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,110300265,14400,110300265,120,1000704,,16
100705,53-5,141,5,spring,boss,,,17000035|17000037|17000038|19000099|19000100,icon/maze/time,1200,300300265,3600,200300265,1200,1000705,,16
100706,54-1,142,1,spring,field,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110000001,3600,110000001,120,1000706,,16
100707,54-2,142,2,spring,mining,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110000002,3600,110000002,120,1000707,,16
100708,54-3,142,3,spring,field,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110100269,3600,110100269,120,1000708,,16
100709,54-4,142,4,spring,mining,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110100270,14400,110100270,120,1000709,,16
100710,54-5,142,5,spring,boss,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,300100270,3600,200100270,1200,1000710,,16
100711,54-1,143,1,spring,field,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110000001,3600,110000001,120,1000711,,16
100712,54-2,143,2,spring,mining,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110000002,3600,110000002,120,1000712,,16
100713,54-3,143,3,spring,field,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110200269,3600,110200269,120,1000713,,16
100714,54-4,143,4,spring,mining,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110200270,14400,110200270,120,1000714,,16
100715,54-5,143,5,spring,boss,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,300200270,3600,200200270,1200,1000715,,16
100716,54-1,144,1,spring,field,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110000001,3600,110000001,120,1000716,,16
100717,54-2,144,2,spring,mining,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110000002,3600,110000002,120,1000717,,16
100718,54-3,144,3,spring,field,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110300269,3600,110300269,120,1000718,,16
100719,54-4,144,4,spring,mining,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,110300270,14400,110300270,120,1000719,,16
100720,54-5,144,5,spring,boss,,,19000100|19000101|19000103|18000062|18000022,icon/maze/mountain,1200,300300270,3600,200300270,1200,1000720,,16
100721,55-1,145,1,spring,field,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110000001,3600,110000001,120,1000721,,16
100722,55-2,145,2,spring,mining,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110000002,3600,110000002,120,1000722,,16
100723,55-3,145,3,spring,field,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110100274,3600,110100274,120,1000723,,16
100724,55-4,145,4,spring,mining,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110100275,14400,110100275,120,1000724,,16
100725,55-5,145,5,spring,boss,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,300100275,3600,200100275,1200,1000725,,16
100726,55-1,146,1,spring,field,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110000001,3600,110000001,120,1000726,,16
100727,55-2,146,2,spring,mining,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110000002,3600,110000002,120,1000727,,16
100728,55-3,146,3,spring,field,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110200274,3600,110200274,120,1000728,,16
100729,55-4,146,4,spring,mining,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110200275,14400,110200275,120,1000729,,16
100730,55-5,146,5,spring,boss,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,300200275,3600,200200275,1200,1000730,,16
100731,55-1,147,1,spring,field,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110000001,3600,110000001,120,1000731,,16
100732,55-2,147,2,spring,mining,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110000002,3600,110000002,120,1000732,,16
100733,55-3,147,3,spring,field,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110300274,3600,110300274,120,1000733,,16
100734,55-4,147,4,spring,mining,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,110300275,14400,110300275,120,1000734,,16
100735,55-5,147,5,spring,boss,,,18000065|18000068|19000091|19000093|19000102,icon/maze/cave,1200,300300275,3600,200300275,1200,1000735,,16
100736,56-1,148,1,time,field,,,18000013|15000004,icon/maze/time,1200,110000001,3600,110000001,120,1000736,,18
100737,56-2,148,2,time,field,,,19000028|11000002,icon/maze/time,1200,110000002,3600,110000002,120,1000737,,18
100738,56-3,148,3,time,mining,,,18000020|11000006,icon/maze/time,1200,110100219,3600,110100219,120,1000738,,18
100739,56-4,148,4,time,mining,,,18000008|13000006,icon/maze/time,1200,110100220,14400,110100220,120,1000739,,18
100740,56-5,148,5,time,boss,,,19000023|14000001|14000002|14000003|14000004|14000005|14000006|16000004|16000005|11000002|11000001|11000003,icon/maze/time,1200,300100220,3600,200100220,1200,1000740,,18
100741,56-1,149,1,time,field,,,18000013|15000004,icon/maze/time,1200,110000001,3600,110000001,120,1000741,,18
100742,56-2,149,2,time,field,,,19000028|11000002,icon/maze/time,1200,110000002,3600,110000002,120,1000742,,18
100743,56-3,149,3,time,mining,,,18000020|11000006,icon/maze/time,1200,110200219,3600,110200219,120,1000743,,18
100744,56-4,149,4,time,mining,,,18000008|13000006,icon/maze/time,1200,110200220,14400,110200220,120,1000744,,18
100745,56-5,149,5,time,boss,,,19000023|14000001|14000002|14000003|14000004|14000005|14000006|16000004|16000005|11000002|11000001|11000003,icon/maze/time,1200,300200220,3600,200200220,1200,1000745,,18
100746,56-1,150,1,time,field,,,18000013|15000004,icon/maze/time,1200,110000001,3600,110000001,120,1000746,,18
100747,56-2,150,2,time,field,,,19000028|11000002,icon/maze/time,1200,110000002,3600,110000002,120,1000747,,18
100748,56-3,150,3,time,mining,,,18000020|11000006,icon/maze/time,1200,110300219,3600,110300219,120,1000748,,18
100749,56-4,150,4,time,mining,,,18000008|13000006,icon/maze/time,1200,110300220,14400,110300220,120,1000749,,18
100750,56-5,150,5,time,boss,,,19000023|14000001|14000002|14000003|14000004|14000005|14000006|16000004|16000005|11000002|11000001|11000003,icon/maze/time,1200,300300220,3600,200300220,1200,1000750,,18
100751,57-1,151,1,cave,field,,,11000025,icon/maze/cave,1200,110000001,3600,110000001,120,1000751,,3
100752,57-2,151,2,cave,city,,,19000035|12000006,icon/maze/cave,1200,110000002,3600,110000002,120,1000752,,3
100753,57-3,151,3,cave,field,,,19000052|11000012,icon/maze/cave,1200,110100224,3600,110100224,120,1000753,,3
100754,57-4,151,4,cave,mining,,,19000053|11000012,icon/maze/cave,1200,110100225,14400,110100225,120,1000754,,3
100755,57-5,151,5,cave,boss,,,19000007|16000010|16000011|16000012|17000014,icon/maze/cave,1200,300100225,3600,200100225,1200,1000755,,3
100756,57-1,152,1,cave,field,,,11000025,icon/maze/cave,1200,110000001,3600,110000001,120,1000756,,3
100757,57-2,152,2,cave,city,,,19000035|12000006,icon/maze/cave,1200,110000002,3600,110000002,120,1000757,,3
100758,57-3,152,3,cave,field,,,19000052|11000012,icon/maze/cave,1200,110200224,3600,110200224,120,1000758,,3
100759,57-4,152,4,cave,mining,,,19000053|11000012,icon/maze/cave,1200,110200225,14400,110200225,120,1000759,,3
100760,57-5,152,5,cave,boss,,,19000007|16000010|16000011|16000012|17000014,icon/maze/cave,1200,300200225,3600,200200225,1200,1000760,,3
100761,57-1,153,1,cave,field,,,11000025,icon/maze/cave,1200,110000001,3600,110000001,120,1000761,,3
