ID,佣兵ID,宝具等级,消耗资源,消耗个数,战力提升,先攻提升,防御提升,闪避提升,王者提升
2178,10000004,8,57,31,5,,,,
2179,10000004,9,57,39,5,,,,
2180,10000004,10,57,47,,0,1,0,0
2181,10000005,1,57,3,5,,,,
2182,10000005,2,57,4,5,,,,
2183,10000005,3,57,6,5,,,,
2184,10000005,4,57,9,5,,,,
2185,10000005,5,57,13,,1,0,0,0
2186,10000005,6,57,18,5,,,,
2187,10000005,7,57,24,5,,,,
2188,10000005,8,57,31,5,,,,
2189,10000005,9,57,39,5,,,,
2190,10000005,10,57,47,,1,0,0,0
2191,10000006,1,57,3,5,,,,
2192,10000006,2,57,4,5,,,,
2193,10000006,3,57,6,5,,,,
2194,10000006,4,57,9,5,,,,
2195,10000006,5,57,13,,1,0,0,0
2196,10000006,6,57,18,5,,,,
2197,10000006,7,57,24,5,,,,
2198,10000006,8,57,31,5,,,,
2199,10000006,9,57,39,5,,,,
2200,10000006,10,57,47,,0,1,0,0
2201,10000007,1,57,3,5,,,,
2202,10000007,2,57,4,5,,,,
2203,10000007,3,57,6,5,,,,
2204,10000007,4,57,9,5,,,,
2205,10000007,5,57,13,,1,0,0,0
2206,10000007,6,57,18,5,,,,
2207,10000007,7,57,24,5,,,,
2208,10000007,8,57,31,5,,,,
2209,10000007,9,57,39,5,,,,
2210,10000007,10,57,47,,0,1,0,0
2211,10000008,1,57,3,5,,,,
2212,10000008,2,57,4,5,,,,
2213,10000008,3,57,6,5,,,,
2214,10000008,4,57,9,5,,,,
2215,10000008,5,57,13,,1,0,0,0
2216,10000008,6,57,18,5,,,,
2217,10000008,7,57,24,5,,,,
2218,10000008,8,57,31,5,,,,
2219,10000008,9,57,39,5,,,,
2220,10000008,10,57,47,,0,1,0,0
2221,11000001,1,57,3,5,,,,
2222,11000001,2,57,4,5,,,,
2223,11000001,3,57,6,5,,,,
2224,11000001,4,57,9,5,,,,
2225,11000001,5,57,13,,0,0,1,0
2226,11000001,6,57,18,5,,,,
2227,11000001,7,57,24,5,,,,
2228,11000001,8,57,31,5,,,,
2229,11000001,9,57,39,5,,,,
2230,11000001,10,57,47,,0,0,1,0
2231,11000002,1,57,3,5,,,,
2232,11000002,2,57,4,5,,,,
2233,11000002,3,57,6,5,,,,
2234,11000002,4,57,9,5,,,,
2235,11000002,5,57,13,,1,0,0,0
2236,11000002,6,57,18,5,,,,
2237,11000002,7,57,24,5,,,,
2238,11000002,8,57,31,5,,,,
2239,11000002,9,57,39,5,,,,
2240,11000002,10,57,47,,0,1,0,0
2241,11000003,1,57,3,5,,,,
2242,11000003,2,57,4,5,,,,
2243,11000003,3,57,6,5,,,,
2244,11000003,4,57,9,5,,,,
2245,11000003,5,57,13,,1,0,0,0
2246,11000003,6,57,18,5,,,,
2247,11000003,7,57,24,5,,,,
2248,11000003,8,57,31,5,,,,
2249,11000003,9,57,39,5,,,,
2250,11000003,10,57,47,,0,1,0,0
2251,11000004,1,57,3,5,,,,
2252,11000004,2,57,4,5,,,,
2253,11000004,3,57,6,5,,,,
2254,11000004,4,57,9,5,,,,
2255,11000004,5,57,13,,0,0,1,0
2256,11000004,6,57,18,5,,,,
2257,11000004,7,57,24,5,,,,
2258,11000004,8,57,31,5,,,,
2259,11000004,9,57,39,5,,,,
2260,11000004,10,57,47,,0,0,1,0
2261,11000005,1,57,3,5,,,,
2262,11000005,2,57,4,5,,,,
2263,11000005,3,57,6,5,,,,
2264,11000005,4,57,9,5,,,,
2265,11000005,5,57,13,,0,0,1,0
2266,11000005,6,57,18,5,,,,
2267,11000005,7,57,24,5,,,,
2268,11000005,8,57,31,5,,,,
2269,11000005,9,57,39,5,,,,
2270,11000005,10,57,47,,0,0,1,0
2271,11000006,1,57,3,5,,,,
2272,11000006,2,57,4,5,,,,
2273,11000006,3,57,6,5,,,,
2274,11000006,4,57,9,5,,,,
2275,11000006,5,57,13,,0,1,0,0
2276,11000006,6,57,18,5,,,,
2277,11000006,7,57,24,5,,,,
2278,11000006,8,57,31,5,,,,
2279,11000006,9,57,39,5,,,,
2280,11000006,10,57,47,,0,1,0,0
2281,11000007,1,57,3,5,,,,
2282,11000007,2,57,4,5,,,,
2283,11000007,3,57,6,5,,,,
2284,11000007,4,57,9,5,,,,
2285,11000007,5,57,13,,1,0,0,0
2286,11000007,6,57,18,5,,,,
2287,11000007,7,57,24,5,,,,
2288,11000007,8,57,31,5,,,,
2289,11000007,9,57,39,5,,,,
2290,11000007,10,57,47,,1,0,0,0
2291,11000008,1,57,3,5,,,,
2292,11000008,2,57,4,5,,,,
2293,11000008,3,57,6,5,,,,
2294,11000008,4,57,9,5,,,,
2295,11000008,5,57,13,,1,0,0,0
2296,11000008,6,57,18,5,,,,
2297,11000008,7,57,24,5,,,,
2298,11000008,8,57,31,5,,,,
2299,11000008,9,57,39,5,,,,
2300,11000008,10,57,47,,0,1,0,0
2301,11000009,1,57,3,5,,,,
2302,11000009,2,57,4,5,,,,
2303,11000009,3,57,6,5,,,,
2304,11000009,4,57,9,5,,,,
2305,11000009,5,57,13,,1,0,0,0
2306,11000009,6,57,18,5,,,,
2307,11000009,7,57,24,5,,,,
2308,11000009,8,57,31,5,,,,
2309,11000009,9,57,39,5,,,,
2310,11000009,10,57,47,,0,1,0,0
2311,11000010,1,57,3,5,,,,
2312,11000010,2,57,4,5,,,,
2313,11000010,3,57,6,5,,,,
2314,11000010,4,57,9,5,,,,
2315,11000010,5,57,13,,1,0,0,0
2316,11000010,6,57,18,5,,,,
2317,11000010,7,57,24,5,,,,
2318,11000010,8,57,31,5,,,,
2319,11000010,9,57,39,5,,,,
2320,11000010,10,57,47,,0,1,0,0
2321,11000011,1,57,3,5,,,,
2322,11000011,2,57,4,5,,,,
2323,11000011,3,57,6,5,,,,
2324,11000011,4,57,9,5,,,,
2325,11000011,5,57,13,,1,0,0,0
2326,11000011,6,57,18,5,,,,
2327,11000011,7,57,24,5,,,,
2328,11000011,8,57,31,5,,,,
2329,11000011,9,57,39,5,,,,
2330,11000011,10,57,47,,0,1,0,0
2331,11000012,1,57,3,5,,,,
2332,11000012,2,57,4,5,,,,
2333,11000012,3,57,6,5,,,,
2334,11000012,4,57,9,5,,,,
2335,11000012,5,57,13,,0,0,1,0
2336,11000012,6,57,18,5,,,,
2337,11000012,7,57,24,5,,,,
2338,11000012,8,57,31,5,,,,
2339,11000012,9,57,39,5,,,,
2340,11000012,10,57,47,,0,0,1,0
2341,11000013,1,57,3,5,,,,
2342,11000013,2,57,4,5,,,,
2343,11000013,3,57,6,5,,,,
2344,11000013,4,57,9,5,,,,
2345,11000013,5,57,13,,1,0,0,0
2346,11000013,6,57,18,5,,,,
2347,11000013,7,57,24,5,,,,
2348,11000013,8,57,31,5,,,,
2349,11000013,9,57,39,5,,,,
2350,11000013,10,57,47,,0,1,0,0
2351,11000014,1,57,3,5,,,,
2352,11000014,2,57,4,5,,,,
2353,11000014,3,57,6,5,,,,
2354,11000014,4,57,9,5,,,,
2355,11000014,5,57,13,,1,0,0,0
2356,11000014,6,57,18,5,,,,
2357,11000014,7,57,24,5,,,,
2358,11000014,8,57,31,5,,,,
2359,11000014,9,57,39,5,,,,
2360,11000014,10,57,47,,1,0,0,0
2361,11000015,1,57,3,5,,,,
2362,11000015,2,57,4,5,,,,
2363,11000015,3,57,6,5,,,,
2364,11000015,4,57,9,5,,,,
2365,11000015,5,57,13,,0,0,1,0
2366,11000015,6,57,18,5,,,,
2367,11000015,7,57,24,5,,,,
2368,11000015,8,57,31,5,,,,
2369,11000015,9,57,39,5,,,,
2370,11000015,10,57,47,,0,0,1,0
2371,11000016,1,57,3,5,,,,
2372,11000016,2,57,4,5,,,,
2373,11000016,3,57,6,5,,,,
2374,11000016,4,57,9,5,,,,
2375,11000016,5,57,13,,1,0,0,0
2376,11000016,6,57,18,5,,,,
2377,11000016,7,57,24,5,,,,
2378,11000016,8,57,31,5,,,,
2379,11000016,9,57,39,5,,,,
2380,11000016,10,57,47,,0,1,0,0
2381,11000017,1,57,3,5,,,,
2382,11000017,2,57,4,5,,,,
2383,11000017,3,57,6,5,,,,
2384,11000017,4,57,9,5,,,,
2385,11000017,5,57,13,,1,0,0,0
2386,11000017,6,57,18,5,,,,
2387,11000017,7,57,24,5,,,,
2388,11000017,8,57,31,5,,,,
2389,11000017,9,57,39,5,,,,
2390,11000017,10,57,47,,0,1,0,0
2391,11000018,1,57,3,5,,,,
2392,11000018,2,57,4,5,,,,
2393,11000018,3,57,6,5,,,,
2394,11000018,4,57,9,5,,,,
2395,11000018,5,57,13,,1,0,0,0
2396,11000018,6,57,18,5,,,,
2397,11000018,7,57,24,5,,,,
2398,11000018,8,57,31,5,,,,
2399,11000018,9,57,39,5,,,,
2400,11000018,10,57,47,,0,1,0,0
2401,11000019,1,57,3,5,,,,
2402,11000019,2,57,4,5,,,,
2403,11000019,3,57,6,5,,,,
2404,11000019,4,57,9,5,,,,
2405,11000019,5,57,13,,1,0,0,0
2406,11000019,6,57,18,5,,,,
2407,11000019,7,57,24,5,,,,
2408,11000019,8,57,31,5,,,,
2409,11000019,9,57,39,5,,,,
2410,11000019,10,57,47,,0,1,0,0
2411,11000020,1,57,3,5,,,,
2412,11000020,2,57,4,5,,,,
2413,11000020,3,57,6,5,,,,
2414,11000020,4,57,9,5,,,,
2415,11000020,5,57,13,,0,0,1,0
2416,11000020,6,57,18,5,,,,
2417,11000020,7,57,24,5,,,,
2418,11000020,8,57,31,5,,,,
2419,11000020,9,57,39,5,,,,
2420,11000020,10,57,47,,0,0,1,0
2421,11000021,1,57,3,5,,,,
2422,11000021,2,57,4,5,,,,
2423,11000021,3,57,6,5,,,,
2424,11000021,4,57,9,5,,,,
2425,11000021,5,57,13,,1,0,0,0
2426,11000021,6,57,18,5,,,,
2427,11000021,7,57,24,5,,,,
2428,11000021,8,57,31,5,,,,
2429,11000021,9,57,39,5,,,,
2430,11000021,10,57,47,,0,1,0,0
2431,11000022,1,57,3,5,,,,
2432,11000022,2,57,4,5,,,,
2433,11000022,3,57,6,5,,,,
2434,11000022,4,57,9,5,,,,
2435,11000022,5,57,13,,1,0,0,0
2436,11000022,6,57,18,5,,,,
2437,11000022,7,57,24,5,,,,
2438,11000022,8,57,31,5,,,,
2439,11000022,9,57,39,5,,,,
2440,11000022,10,57,47,,1,0,0,0
2441,11000023,1,57,3,5,,,,
2442,11000023,2,57,4,5,,,,
2443,11000023,3,57,6,5,,,,
2444,11000023,4,57,9,5,,,,
2445,11000023,5,57,13,,0,0,1,0
2446,11000023,6,57,18,5,,,,
2447,11000023,7,57,24,5,,,,
2448,11000023,8,57,31,5,,,,
2449,11000023,9,57,39,5,,,,
2450,11000023,10,57,47,,0,0,1,0
2451,11000024,1,57,3,5,,,,
2452,11000024,2,57,4,5,,,,
2453,11000024,3,57,6,5,,,,
2454,11000024,4,57,9,5,,,,
2455,11000024,5,57,13,,1,0,0,0
2456,11000024,6,57,18,5,,,,
2457,11000024,7,57,24,5,,,,
2458,11000024,8,57,31,5,,,,
2459,11000024,9,57,39,5,,,,
2460,11000024,10,57,47,,0,1,0,0
2461,11000025,1,57,3,5,,,,
2462,11000025,2,57,4,5,,,,
2463,11000025,3,57,6,5,,,,
2464,11000025,4,57,9,5,,,,
2465,11000025,5,57,13,,1,0,0,0
2466,11000025,6,57,18,5,,,,
2467,11000025,7,57,24,5,,,,
2468,11000025,8,57,31,5,,,,
2469,11000025,9,57,39,5,,,,
2470,11000025,10,57,47,,0,1,0,0
2471,11000026,1,57,3,5,,,,
2472,11000026,2,57,4,5,,,,
2473,11000026,3,57,6,5,,,,
2474,11000026,4,57,9,5,,,,
2475,11000026,5,57,13,,1,0,0,0
2476,11000026,6,57,18,5,,,,
2477,11000026,7,57,24,5,,,,
2478,11000026,8,57,31,5,,,,
2479,11000026,9,57,39,5,,,,
2480,11000026,10,57,47,,0,1,0,0
2481,11000027,1,57,3,5,,,,
2482,11000027,2,57,4,5,,,,
2483,11000027,3,57,6,5,,,,
2484,11000027,4,57,9,5,,,,
2485,11000027,5,57,13,,1,0,0,0
2486,11000027,6,57,18,5,,,,
2487,11000027,7,57,24,5,,,,
2488,11000027,8,57,31,5,,,,
2489,11000027,9,57,39,5,,,,
2490,11000027,10,57,47,,0,1,0,0
2491,11000028,1,57,3,5,,,,
2492,11000028,2,57,4,5,,,,
2493,11000028,3,57,6,5,,,,
2494,11000028,4,57,9,5,,,,
2495,11000028,5,57,13,,0,0,1,0
2496,11000028,6,57,18,5,,,,
2497,11000028,7,57,24,5,,,,
2498,11000028,8,57,31,5,,,,
2499,11000028,9,57,39,5,,,,
2500,11000028,10,57,47,,0,0,1,0
2501,11000029,1,57,3,5,,,,
2502,11000029,2,57,4,5,,,,
2503,11000029,3,57,6,5,,,,
2504,11000029,4,57,9,5,,,,
2505,11000029,5,57,13,,0,0,1,0
2506,11000029,6,57,18,5,,,,
2507,11000029,7,57,24,5,,,,
2508,11000029,8,57,31,5,,,,
2509,11000029,9,57,39,5,,,,
2510,11000029,10,57,47,,0,0,1,0
2511,11000030,1,57,3,5,,,,
2512,11000030,2,57,4,5,,,,
2513,11000030,3,57,6,5,,,,
2514,11000030,4,57,9,5,,,,
2515,11000030,5,57,13,,1,0,0,0
2516,11000030,6,57,18,5,,,,
2517,11000030,7,57,24,5,,,,
2518,11000030,8,57,31,5,,,,
2519,11000030,9,57,39,5,,,,
2520,11000030,10,57,47,,1,0,0,0
2521,11000031,1,57,3,5,,,,
2522,11000031,2,57,4,5,,,,
2523,11000031,3,57,6,5,,,,
2524,11000031,4,57,9,5,,,,
2525,11000031,5,57,13,,1,0,0,0
2526,11000031,6,57,18,5,,,,
2527,11000031,7,57,24,5,,,,
2528,11000031,8,57,31,5,,,,
2529,11000031,9,57,39,5,,,,
2530,11000031,10,57,47,,0,1,0,0
2531,11000032,1,57,3,5,,,,
2532,11000032,2,57,4,5,,,,
2533,11000032,3,57,6,5,,,,
2534,11000032,4,57,9,5,,,,
2535,11000032,5,57,13,,1,0,0,0
2536,11000032,6,57,18,5,,,,
2537,11000032,7,57,24,5,,,,
2538,11000032,8,57,31,5,,,,
2539,11000032,9,57,39,5,,,,
2540,11000032,10,57,47,,1,0,0,0
2541,11000033,1,57,3,5,,,,
2542,11000033,2,57,4,5,,,,
2543,11000033,3,57,6,5,,,,
2544,11000033,4,57,9,5,,,,
2545,11000033,5,57,13,,1,0,0,0
2546,11000033,6,57,18,5,,,,
2547,11000033,7,57,24,5,,,,
2548,11000033,8,57,31,5,,,,
2549,11000033,9,57,39,5,,,,
2550,11000033,10,57,47,,0,1,0,0
2551,11000034,1,57,3,5,,,,
2552,11000034,2,57,4,5,,,,
2553,11000034,3,57,6,5,,,,
2554,11000034,4,57,9,5,,,,
2555,11000034,5,57,13,,1,0,0,0
2556,11000034,6,57,18,5,,,,
2557,11000034,7,57,24,5,,,,
2558,11000034,8,57,31,5,,,,
2559,11000034,9,57,39,5,,,,
2560,11000034,10,57,47,,1,0,0,0
2561,11000035,1,57,3,5,,,,
2562,11000035,2,57,4,5,,,,
2563,11000035,3,57,6,5,,,,
2564,11000035,4,57,9,5,,,,
2565,11000035,5,57,13,,0,0,0,1
2566,11000035,6,57,18,5,,,,
2567,11000035,7,57,24,5,,,,
2568,11000035,8,57,31,5,,,,
2569,11000035,9,57,39,5,,,,
2570,11000035,10,57,47,,0,0,2,0
2571,11000036,1,57,3,5,,,,
2572,11000036,2,57,4,5,,,,
2573,11000036,3,57,6,5,,,,
2574,11000036,4,57,9,5,,,,
2575,11000036,5,57,13,,0,0,1,0
2576,11000036,6,57,18,5,,,,
2577,11000036,7,57,24,5,,,,
2578,11000036,8,57,31,5,,,,
2579,11000036,9,57,39,5,,,,
2580,11000036,10,57,47,,0,0,1,0
2581,12000001,1,57,3,5,,,,
2582,12000001,2,57,4,5,,,,
2583,12000001,3,57,6,5,,,,
2584,12000001,4,57,9,5,,,,
2585,12000001,5,57,13,,1,0,0,0
2586,12000001,6,57,18,5,,,,
2587,12000001,7,57,24,5,,,,
2588,12000001,8,57,31,5,,,,
2589,12000001,9,57,39,5,,,,
2590,12000001,10,57,47,,0,1,0,0
2591,12000002,1,57,3,5,,,,
2592,12000002,2,57,4,5,,,,
2593,12000002,3,57,6,5,,,,
2594,12000002,4,57,9,5,,,,
2595,12000002,5,57,13,,1,0,0,0
2596,12000002,6,57,18,5,,,,
2597,12000002,7,57,24,5,,,,
2598,12000002,8,57,31,5,,,,
2599,12000002,9,57,39,5,,,,
2600,12000002,10,57,47,,0,1,0,0
2601,12000003,1,57,3,5,,,,
2602,12000003,2,57,4,5,,,,
2603,12000003,3,57,6,5,,,,
2604,12000003,4,57,9,5,,,,
2605,12000003,5,57,13,,1,0,0,0
2606,12000003,6,57,18,5,,,,
2607,12000003,7,57,24,5,,,,
2608,12000003,8,57,31,5,,,,
2609,12000003,9,57,39,5,,,,
2610,12000003,10,57,47,,0,1,0,0
2611,12000004,1,57,3,5,,,,
2612,12000004,2,57,4,5,,,,
2613,12000004,3,57,6,5,,,,
2614,12000004,4,57,9,5,,,,
2615,12000004,5,57,13,,0,0,1,0
2616,12000004,6,57,18,5,,,,
2617,12000004,7,57,24,5,,,,
2618,12000004,8,57,31,5,,,,
2619,12000004,9,57,39,5,,,,
2620,12000004,10,57,47,,0,0,1,0
2621,12000005,1,57,3,5,,,,
2622,12000005,2,57,4,5,,,,
2623,12000005,3,57,6,5,,,,
2624,12000005,4,57,9,5,,,,
2625,12000005,5,57,13,,0,0,1,0
2626,12000005,6,57,18,5,,,,
2627,12000005,7,57,24,5,,,,
2628,12000005,8,57,31,5,,,,
2629,12000005,9,57,39,5,,,,
2630,12000005,10,57,47,,0,0,1,0
2631,12000006,1,57,3,5,,,,
2632,12000006,2,57,4,5,,,,
2633,12000006,3,57,6,5,,,,
2634,12000006,4,57,9,5,,,,
2635,12000006,5,57,13,,1,0,0,0
2636,12000006,6,57,18,5,,,,
2637,12000006,7,57,24,5,,,,
2638,12000006,8,57,31,5,,,,
2639,12000006,9,57,39,5,,,,
2640,12000006,10,57,47,,0,1,0,0
2641,12000007,1,57,3,5,,,,
2642,12000007,2,57,4,5,,,,
2643,12000007,3,57,6,5,,,,
2644,12000007,4,57,9,5,,,,
2645,12000007,5,57,13,,1,0,0,0
2646,12000007,6,57,18,5,,,,
2647,12000007,7,57,24,5,,,,
2648,12000007,8,57,31,5,,,,
2649,12000007,9,57,39,5,,,,
2650,12000007,10,57,47,,1,0,0,0
2651,12000008,1,57,3,5,,,,
2652,12000008,2,57,4,5,,,,
2653,12000008,3,57,6,5,,,,
2654,12000008,4,57,9,5,,,,
2655,12000008,5,57,13,,0,0,1,0
2656,12000008,6,57,18,5,,,,
2657,12000008,7,57,24,5,,,,
2658,12000008,8,57,31,5,,,,
2659,12000008,9,57,39,5,,,,
2660,12000008,10,57,47,,0,0,1,0
2661,13000001,1,57,3,5,,,,
2662,13000001,2,57,4,5,,,,
2663,13000001,3,57,6,5,,,,
2664,13000001,4,57,9,5,,,,
2665,13000001,5,57,13,,1,0,0,0
2666,13000001,6,57,18,5,,,,
2667,13000001,7,57,24,5,,,,
2668,13000001,8,57,31,5,,,,
2669,13000001,9,57,39,5,,,,
2670,13000001,10,57,47,,0,1,0,0
2671,13000002,1,57,3,5,,,,
2672,13000002,2,57,4,5,,,,
2673,13000002,3,57,6,5,,,,
2674,13000002,4,57,9,5,,,,
2675,13000002,5,57,13,,1,0,0,0
2676,13000002,6,57,18,5,,,,
2677,13000002,7,57,24,5,,,,
2678,13000002,8,57,31,5,,,,
2679,13000002,9,57,39,5,,,,
2680,13000002,10,57,47,,0,1,0,0
2681,13000003,1,57,3,5,,,,
2682,13000003,2,57,4,5,,,,
2683,13000003,3,57,6,5,,,,
2684,13000003,4,57,9,5,,,,
2685,13000003,5,57,13,,1,0,0,0
2686,13000003,6,57,18,5,,,,
2687,13000003,7,57,24,5,,,,
2688,13000003,8,57,31,5,,,,
2689,13000003,9,57,39,5,,,,
2690,13000003,10,57,47,,0,1,0,0
2691,13000004,1,57,3,5,,,,
2692,13000004,2,57,4,5,,,,
2693,13000004,3,57,6,5,,,,
2694,13000004,4,57,9,5,,,,
2695,13000004,5,57,13,,0,0,1,0
2696,13000004,6,57,18,5,,,,
2697,13000004,7,57,24,5,,,,
2698,13000004,8,57,31,5,,,,
2699,13000004,9,57,39,5,,,,
2700,13000004,10,57,47,,0,0,1,0
2701,13000005,1,57,3,5,,,,
2702,13000005,2,57,4,5,,,,
2703,13000005,3,57,6,5,,,,
2704,13000005,4,57,9,5,,,,
2705,13000005,5,57,13,,0,0,1,0
2706,13000005,6,57,18,5,,,,
2707,13000005,7,57,24,5,,,,
2708,13000005,8,57,31,5,,,,
2709,13000005,9,57,39,5,,,,
2710,13000005,10,57,47,,0,0,1,0
2711,13000006,1,57,3,5,,,,
2712,13000006,2,57,4,5,,,,
2713,13000006,3,57,6,5,,,,
2714,13000006,4,57,9,5,,,,
2715,13000006,5,57,13,,0,0,1,0
2716,13000006,6,57,18,5,,,,
2717,13000006,7,57,24,5,,,,
2718,13000006,8,57,31,5,,,,
2719,13000006,9,57,39,5,,,,
2720,13000006,10,57,47,,0,0,1,0
2721,13000007,1,57,3,5,,,,
2722,13000007,2,57,4,5,,,,
2723,13000007,3,57,6,5,,,,
2724,13000007,4,57,9,5,,,,
2725,13000007,5,57,13,,1,0,0,0
2726,13000007,6,57,18,5,,,,
2727,13000007,7,57,24,5,,,,
2728,13000007,8,57,31,5,,,,
2729,13000007,9,57,39,5,,,,
2730,13000007,10,57,47,,0,1,0,0
2731,13000008,1,57,3,5,,,,
2732,13000008,2,57,4,5,,,,
2733,13000008,3,57,6,5,,,,
2734,13000008,4,57,9,5,,,,
2735,13000008,5,57,13,,1,0,0,0
2736,13000008,6,57,18,5,,,,
2737,13000008,7,57,24,5,,,,
2738,13000008,8,57,31,5,,,,
2739,13000008,9,57,39,5,,,,
2740,13000008,10,57,47,,0,1,0,0
2741,13000009,1,57,3,5,,,,
2742,13000009,2,57,4,5,,,,
2743,13000009,3,57,6,5,,,,
2744,13000009,4,57,9,5,,,,
2745,13000009,5,57,13,,1,0,0,0
2746,13000009,6,57,18,5,,,,
2747,13000009,7,57,24,5,,,,
2748,13000009,8,57,31,5,,,,
2749,13000009,9,57,39,5,,,,
2750,13000009,10,57,47,,0,1,0,0
2751,13000010,1,57,3,5,,,,
2752,13000010,2,57,4,5,,,,
2753,13000010,3,57,6,5,,,,
2754,13000010,4,57,9,5,,,,
2755,13000010,5,57,13,,1,0,0,0
2756,13000010,6,57,18,5,,,,
2757,13000010,7,57,24,5,,,,
2758,13000010,8,57,31,5,,,,
2759,13000010,9,57,39,5,,,,
2760,13000010,10,57,47,,0,1,0,0
2761,13000011,1,57,3,5,,,,
2762,13000011,2,57,4,5,,,,
2763,13000011,3,57,6,5,,,,
2764,13000011,4,57,9,5,,,,
2765,13000011,5,57,13,,1,0,0,0
2766,13000011,6,57,18,5,,,,
2767,13000011,7,57,24,5,,,,
2768,13000011,8,57,31,5,,,,
2769,13000011,9,57,39,5,,,,
2770,13000011,10,57,47,,0,1,0,0
2771,13000012,1,57,3,5,,,,
2772,13000012,2,57,4,5,,,,
2773,13000012,3,57,6,5,,,,
2774,13000012,4,57,9,5,,,,
2775,13000012,5,57,13,,0,1,0,0
2776,13000012,6,57,18,5,,,,
2777,13000012,7,57,24,5,,,,
2778,13000012,8,57,31,5,,,,
2779,13000012,9,57,39,5,,,,
2780,13000012,10,57,47,,0,1,0,0
2781,13000013,1,57,3,5,,,,
2782,13000013,2,57,4,5,,,,
2783,13000013,3,57,6,5,,,,
2784,13000013,4,57,9,5,,,,
2785,13000013,5,57,13,,0,1,0,0
2786,13000013,6,57,18,5,,,,
2787,13000013,7,57,24,5,,,,
2788,13000013,8,57,31,5,,,,
2789,13000013,9,57,39,5,,,,
2790,13000013,10,57,47,,0,1,0,0
2791,13000014,1,57,3,5,,,,
2792,13000014,2,57,4,5,,,,
2793,13000014,3,57,6,5,,,,
2794,13000014,4,57,9,5,,,,
2795,13000014,5,57,13,,1,0,0,0
2796,13000014,6,57,18,5,,,,
2797,13000014,7,57,24,5,,,,
2798,13000014,8,57,31,5,,,,
2799,13000014,9,57,39,5,,,,
2800,13000014,10,57,47,,0,1,0,0
2801,13000015,1,57,3,5,,,,
2802,13000015,2,57,4,5,,,,
2803,13000015,3,57,6,5,,,,
2804,13000015,4,57,9,5,,,,
2805,13000015,5,57,13,,1,0,0,0
2806,13000015,6,57,18,5,,,,
2807,13000015,7,57,24,5,,,,
2808,13000015,8,57,31,5,,,,
2809,13000015,9,57,39,5,,,,
2810,13000015,10,57,47,,0,1,0,0
2811,13000016,1,57,3,5,,,,
2812,13000016,2,57,4,5,,,,
2813,13000016,3,57,6,5,,,,
2814,13000016,4,57,9,5,,,,
2815,13000016,5,57,13,,0,1,0,0
2816,13000016,6,57,18,5,,,,
2817,13000016,7,57,24,5,,,,
2818,13000016,8,57,31,5,,,,
2819,13000016,9,57,39,5,,,,
2820,13000016,10,57,47,,0,1,0,0
2821,13000017,1,57,3,5,,,,
2822,13000017,2,57,4,5,,,,
2823,13000017,3,57,6,5,,,,
2824,13000017,4,57,9,5,,,,
2825,13000017,5,57,13,,1,0,0,0
2826,13000017,6,57,18,5,,,,
2827,13000017,7,57,24,5,,,,
2828,13000017,8,57,31,5,,,,
2829,13000017,9,57,39,5,,,,
2830,13000017,10,57,47,,1,0,0,0
2831,13000018,1,57,3,5,,,,
2832,13000018,2,57,4,5,,,,
2833,13000018,3,57,6,5,,,,
2834,13000018,4,57,9,5,,,,
2835,13000018,5,57,13,,1,0,0,0
2836,13000018,6,57,18,5,,,,
2837,13000018,7,57,24,5,,,,
2838,13000018,8,57,31,5,,,,
2839,13000018,9,57,39,5,,,,
2840,13000018,10,57,47,,0,1,0,0
2841,14000001,1,57,3,5,,,,
2842,14000001,2,57,4,5,,,,
2843,14000001,3,57,6,5,,,,
2844,14000001,4,57,9,5,,,,
2845,14000001,5,57,13,,1,0,0,0
2846,14000001,6,57,18,5,,,,
2847,14000001,7,57,24,5,,,,
2848,14000001,8,57,31,5,,,,
2849,14000001,9,57,39,5,,,,
2850,14000001,10,57,47,,0,1,0,0
2851,14000002,1,57,3,5,,,,
2852,14000002,2,57,4,5,,,,
2853,14000002,3,57,6,5,,,,
2854,14000002,4,57,9,5,,,,
2855,14000002,5,57,13,,1,0,0,0
2856,14000002,6,57,18,5,,,,
2857,14000002,7,57,24,5,,,,
2858,14000002,8,57,31,5,,,,
2859,14000002,9,57,39,5,,,,
2860,14000002,10,57,47,,0,1,0,0
2861,14000003,1,57,3,5,,,,
2862,14000003,2,57,4,5,,,,
2863,14000003,3,57,6,5,,,,
2864,14000003,4,57,9,5,,,,
2865,14000003,5,57,13,,1,0,0,0
2866,14000003,6,57,18,5,,,,
2867,14000003,7,57,24,5,,,,
2868,14000003,8,57,31,5,,,,
2869,14000003,9,57,39,5,,,,
2870,14000003,10,57,47,,0,1,0,0
2871,14000004,1,57,3,5,,,,
2872,14000004,2,57,4,5,,,,
2873,14000004,3,57,6,5,,,,
2874,14000004,4,57,9,5,,,,
2875,14000004,5,57,13,,1,0,0,0
2876,14000004,6,57,18,5,,,,
2877,14000004,7,57,24,5,,,,
2878,14000004,8,57,31,5,,,,
2879,14000004,9,57,39,5,,,,
2880,14000004,10,57,47,,0,1,0,0
2881,14000005,1,57,3,5,,,,
2882,14000005,2,57,4,5,,,,
2883,14000005,3,57,6,5,,,,
2884,14000005,4,57,9,5,,,,
2885,14000005,5,57,13,,1,0,0,0
2886,14000005,6,57,18,5,,,,
2887,14000005,7,57,24,5,,,,
2888,14000005,8,57,31,5,,,,
