ID,技能名,描述,战斗回合高于X时,战斗回合低于X时,己方战力高于X%时,己方战力低于X%时,敌方战力高于X%时,敌方战力低于X%时,上回合是否击中（1击中2未命中3敌方命中4敌方未命中）,敌我血量高低判断（1.我方高于敌方2.我方低于敌方3我方等于敌方）,Y发动概率,次数限制,技能效果,Z参数,参数2,命中生效,己方四维变化,敌方四维变化,修改回合数,虚弱,无法闪避,无视防御,封印技能效果,封印回合,封印x概率以上,封印x概率以下,动画id,增加四维先攻,增加四维防御,增加四维闪避,增加四维王者
1310016,黯然销魂掌,100%概率发动，造成己方损失战力125%的伤害。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,100,1,4,125,,1,,,,1,,,,,,,142,0,0,0,0
1310017,黯然销魂掌,,,,,,,,,,100,1,4,125,,1,,,,1,,,,,,,107,0,0,0,0
1310018,夜兔觉醒,己方战力低于50%时，100%概率发动，造成己方损失战力60%的伤害。,,,,50,,,,,100,1,4,60,,,,,,,,,,,,,107,0,0,0,0
1310019,点鞭炮,己方战力低于99%时，100%概率发动，造成己方损失战力90%的伤害。该技能无法闪避。那么问题来了：我们点的是小鞭炮还是千响鞭炮呢？,,,,99,,,,,100,1,4,90,,,,,,,1,,,,,,60,0,0,0,0
1310020,双刃剑,己方战力低于30%时，100%概率发动，造成己方损失战力40%的伤害。该攻击无法闪避，无视防御。,,,,30,,,,,100,1,4,40,,,,,,,1,1,,,,,28,0,0,0,0
1310021,爆狗,战斗回合高于8回时，100%概率发动，造成己方损失战力60%的伤害。,8,,,,,,,,100,1,4,60,,,,,,,,,,,,,122,0,0,0,0
1310022,黑之牙,己方战力高于50%时，100%概率造成160%伤害，无法闪避，回合数加5，己方战力低于50%时，100%概率造成己方已损失战力120%伤害，无法闪避，回合数加5。王者等级提高5。,,,,50,,,,,100,1,4,120,,1,,,5,,1,,,,,,122,0,0,0,0
1310023,岭上开花,己方战力低于40%时，100%概率发动，造成己方损失战力60%的伤害，该攻击无法闪避。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,40,,,,,100,1,4,60,,1,,,,1,1,,,,,,60,0,0,0,0
1310024,四色战技,己方血量低于20%且敌方血量低于80%时，100%概率造成己方已损失战力30%的伤害，该攻击无视防御，无法闪避，命中后虚弱敌方一回合。,,,,20,80,,,,100,1,4,30,,1,,,,1,1,1,,,,,28,0,0,0,0
1310025,血腥沙尘暴·改,战斗回合高于7回时，100%概率发动，造成己方损失战力45%的伤害，该攻击无法闪避。,7,,,,,,,,100,1,4,45,,,,,,,1,,,,,,26,0,0,0,0
1310026,真·血腥沙尘暴,战斗回合高于7回时，100%概率发动，造成己方损失战力60%的伤害，该攻击无法闪避。,7,,,,,,,,100,1,4,60,,,,,,,1,,,,,,26,0,0,0,0
1310027,极·血腥沙尘暴,战斗回合高于7回时，100%概率发动，造成己方损失战力60%的伤害，该攻击无法闪避。,7,,,,,,,,100,1,4,60,,,,,,,1,,,,,,26,0,0,0,0
1410001,皮鞭打击,100%概率造成敌方当前战力50%的伤害。,,,,,,,,,100,1,5,50,,,,,,,,,,,,,142,0,0,0,0
1410002,剧毒投掷,100%概率造成敌方当前战力40%的伤害。,,,,,,,,,100,1,5,40,,,,,,,,,,,,,183,0,0,0,0
1410003,无上破坏力,不要小看熊孩子的破坏力！100%概率造成敌方当前战力40%的伤害。,,,,,,,,,100,1,5,40,,,,,,,,,,,,,150,0,0,0,0
1410004,原始激流,100%概率造成敌方当前战力53%的伤害。,,,,,,,,,100,1,5,53,,,,,,,,,,,,,153,0,0,0,0
1410005,致命挥舞,100%概率造成敌方当前战力50%的伤害。,,,,,,,,,100,1,5,50,,,,,,,,,,,,,19,0,0,0,0
1410006,污染,怪物技能,,,,,,,,,100,1,5,50,,,,,,,,,,,,,183,0,0,0,0
1410007,剧毒撕咬,100%概率造成敌方当前战力52%的伤害。,,,,,,,,,100,1,5,52,,,,,,,,,,,,,157,0,0,0,0
1410008,堕落黑潮,100%概率造成敌方当前战力70%的伤害。,,,,,,,,,100,1,5,70,,,,,,,,,,,,,48,0,0,0,0
1410009,大激流,怪物技能,,,,,,,,,100,1,5,70,,,,,,,,,,,,,153,0,0,0,0
1410010,无情之握,怪物技能,,,,,,,,,100,1,5,150,,,,,,,,,,,,,127,0,0,0,0
1410011,热浪,怪物技能,,,,,,,,,100,1,5,60,,,,,,,,1,,,,,110,0,0,0,0
1410012,玉女素心剑,合体技,,,,,200,,,,100,1,5,80,,,,,,,,1,,,,,165,0,0,0,0
1410013,玉女素心剑,合体技,,,,,200,,,,100,1,5,80,,,,,,,,1,,,,,130,0,0,0,0
1410014,玉女素心剑,怪物技能,,,,,200,,,,100,1,5,80,,,,,,,,1,,,,,130,0,0,0,0
1410018,圆桌骑士,若上回合未击中敌人，100%概率造成敌方当前战力100%的伤害。该攻击无视防御。,2,,,,,,2,,100,1,5,100,,,,,,,,1,,,,,124,0,0,0,0
1410019,誓约胜利,敌方战力高于250%时，100%概率造成敌方当前战力100%的伤害。该攻击无视防御，无法闪避。（该技能无法被封印）,,,,,250,,,,110,1,5,100,,,,,,,1,1,,,,,161,0,0,0,0
1410020,骑士美德,100%概率发动一次攻击，敌方被击中后回复血量，回复值为敌方当前战力的60%。（该技能无法被封印）,,,,,,,,,110,1,5,-60,,,,,,,,,,,,,145,0,0,0,0
1410021,友情破颜拳,战斗回合低于5并且己方战力低于30%时，100%概率发动，造成敌方当前战力70%的伤害。该技能无法闪避。,,5,,30,,,,,100,1,5,70,,,,,,,1,,,,,,110,0,0,0,0
1410022,手术,10%的概率给予敌方一次不可闪避的攻击，攻击后敌方回复当前敌方本身10%的战力，同时敌方的下一次攻击只会造成1点伤害。手术后不可乱动。,,,,,,,,,100,1,5,-10,,1,,,,1,1,,,,,,110,0,0,0,0
1410023,卖萌光线,当己方生命低于50%时，4个萝莉会有5%的概率齐射卖萌光线，给敌方造成当前战力50%的伤害，该技能无法闪避。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,100,1,5,50,,1,,,,1,1,,,,,,48,0,0,0,0
1410024,胜利光辉,战斗回合高于8回时，100%概率造成敌方当前战力99%的伤害。该攻击无视防御，无法闪避。（该技能无法被封印）,8,,,,,,,,110,1,5,99,,,,,,,1,1,,,,,48,0,0,0,0
1410025,骨灰,怪物技能,,,,,,,,,100,1,5,55,,1,,,,1,1,,,3,6,,183,0,0,0,0
1410026,圣诞礼物,100%概率造成敌方当前战力60%的伤害。该攻击无视防御。,,,,,,,,,100,1,5,60,,,,,,,,1,,,,,130,0,0,0,0
1410027,兴奋剂,100%概率造成敌方当前战力54%的伤害。,,,,,,,,,100,1,5,54,,,,,,,,,,,,,110,0,0,0,0
1410028,烈火焚烧,战斗回合高于16回时，100%概率造成敌方当前战力99%的伤害。该攻击无视防御，无法闪避。（该技能无法被封印）,16,,,,,,,,110,1,5,99,,,,,,,1,1,,,,,48,0,0,0,0
1410029,英雄,战斗回合为1时，100%概率造成敌方当前战力50%的纯粹伤害。该攻击无视防御，无法闪避。,,2,,,,,,,100,1,5,50,,,,,,,1,1,,,,,161,0,0,0,0
1410030,啊~达~,敌方战力高于20%时，100%概率造成敌方当前战力80%的伤害。该攻击无法闪避。,,,,,20,,,,100,1,5,80,,,,,,,1,,,,,,145,0,0,0,0
1410031,战神一击,敌方战力低于100%时，100%概率造成敌方总战力60%的伤害，敌方战力高于100%时，100%概率造成敌方当前战力60%的伤害。该攻击无视闪避。王者等级提高10。永久享受合战特权。,,,,,100,,,,100,1,5,60,,,,,,,1,,,,,,145,0,0,0,0
1410032,堕落侵蚀,100%概率造成敌方当前战力300%的伤害，无视闪避,,,,,,,,,100,1,5,300,,,,,,,1,,,,,,145,0,0,0,0
1410033,根须缠绕,上回合未命中的时候，100%概率造成敌方当前战力70%伤害,,,,,,,2,,100,1,5,70,,,,,,,1,1,,,,,157,0,0,0,0
1410034,塔主的嫉妒,敌方战力高于150%时，必定造成敌方当前战力50%的伤害。该攻击无视防御，无法闪避。此攻击击中敌人时，敌人的所有技能被封印1回合，同时敌方的下一次攻击只会造成1点伤害。,,,,,150,,,,110,1,5,50,,1,,,,1,1,1,,1,,101,48,0,0,0,0
1410035,圣诞食品,敌方战力高于500%时，100%概率发动，造成敌方当前战力40%伤害，该攻击无法闪避。王者等级提高5.,,,,,500,,,,100,1,5,40,,,,,,,1,,,,,,157,0,0,0,0
1410036,致命挥舞·改,100%概率造成敌方当前战力50%的伤害，该攻击无法闪避。,,,,,,,,,100,1,5,50,,,,,,,1,,,,,,19,0,0,0,0
1410037,真·致命挥舞,100%概率造成敌方当前战力50%的伤害，该攻击无法闪避。,,,,,,,,,100,1,5,50,,,,,,,1,,,,,,19,0,0,0,0
1410038,极·致命挥舞,100%概率造成敌方当前战力50%的伤害，该攻击无法闪避。,,,,,,,,,100,1,5,50,,,,,,,1,,,,,,19,0,0,0,0
1410039,防御圈,己方战力高于30%，100%概率发动，恢复35%的当前战力。己方战力低于30%，100%概率发动“防御圈”，攻击不可闪避，攻击后敌方回复敌方当前100%的战力，敌方的下两次攻击只会造成1点伤害。闪避等级提高8。,,,,30,,,,,100,1,5,-100,,,,,,2,1,1,,,,,183,0,0,0,0
1410040,不幸啊~,回合数小于3时，10%的概率给予敌方一次不可闪避的攻击，攻击后敌方回复敌方当前25%的战力，敌方的下次攻击只会造成1点伤害，敌方的防御等级下降50。,,3,,,,,,,100,1,5,-25,,1,,0|-50|0|0,,1,1,1,,,,,48,0,0,0,0
1410041,神圣之箭,回合数等于1时，100%概率发动给予敌方一次不可闪避的攻击，攻击后敌方回复敌方当前50%的战力，敌方的下次攻击只会造成1点伤害，敌方的防御等级下降100。回合数大于1时，3%的概率发动“天堂紫光”，造成420%的暴击伤害。先攻等级提高14。,,2,,,,,,,100,1,5,-50,,1,,0|-100|0|0,,1,1,1,,1,,101,145,0,0,0,0
1510001,一掷千金,100%概率造成敌方总战力33%的伤害。,,,,,,,,,100,1,6,33,,,,,,,,,,,,,142,0,0,0,0
1510002,剥夺尖刀,100%概率造成敌方总战力34%的伤害。,,,,,,,,,100,1,6,34,,,,,,,,,,,,,142,0,0,0,0
1510003,怒之大剑（弃用）,100%概率造成敌方总战力34%的伤害。,,,,,,,,,100,1,6,34,,,,,,,,,,,,,170,0,0,0,0
1510004,割头之击,怪物技能,,,,,,,,,100,1,6,35,,,,,,,,,,,,,142,0,0,0,0
1510005,天下布武（弃用）,100%概率造成敌方总战力41%的伤害。,,,,,,,,,100,1,6,41,,,,,,,,,,,,,46,0,0,0,0
1510006,魔剑,100%概率造成敌方总战力35%的伤害。,,,,,,,,,100,1,6,35,,,,,,,,,,,,,1,0,0,0,0
1510007,天之怒雷,100%概率造成敌方总战力44%的伤害。,,,,,,,,,100,1,6,44,,,,,,,,,,,,,58,0,0,0,0
1510008,大炎法华,100%概率造成敌方总战力54%的伤害。,,,,,,,,,100,1,6,54,,,,,,,,,,,,,62,0,0,0,0
1510009,烈焰帷幕,,,,,,,150,,,100,1,6,15,,1,,,,1,1,1,,,,,142,0,0,0,0
1510010,斯巴达狂热,100%概率造成敌方总战力30%的伤害。该攻击无视敌方防御等级。王者等级增加3。,,,,,,,,,100,1,6,30,,,,,,,,1,,,,,171,0,0,0,0
1510011,情花剧毒,怪物技能,,,,,,,,,100,1,6,30,,,,,,,1,1,,,,,183,0,0,0,0
1510012,情花剧毒,怪物技能,,,,,,,,,100,1,6,30,,,,,,,1,1,,,,,183,0,0,0,0
1510013,情花剧毒,怪物技能,,,,,,,,,100,1,6,40,,,,,,,1,1,,,,,183,0,0,0,0
1510014,魔化剧毒,怪物技能,,,,,,,,,100,1,6,30,,,,,,,1,1,,,,,14,0,0,0,0
1510015,魔化剧毒,怪物技能,,,,,,,,,100,1,6,30,,,,,,,1,1,,,,,14,0,0,0,0
1510016,魔化剧毒,怪物技能,,,,,,,,,100,1,6,40,,,,,,,1,1,,,,,14,0,0,0,0
1510017,会心,怪物技能,,,,,,,,,100,1,6,50,,,,,,,1,1,,,,,24,0,0,0,0
1510018,兵出祁山,怪物技能,,,,,,,,,100,1,6,100,,,,,,,1,1,,,,,188,0,0,0,0
1510019,情义烈焰,怪物技能,,,,,,,,,100,1,6,30,,,,,,,1,1,,,,,14,0,0,0,0
1510020,情义烈焰,怪物技能,,,,,,,,,100,1,6,30,,,,,,,1,1,,,,,14,0,0,0,0
1510021,情义烈焰,怪物技能,,,,,,,,,100,1,6,40,,,,,,,1,1,,,,,14,0,0,0,0
1510022,圣诞礼物,敌方战力高于200%时，100%概率造成敌方总战力60%的伤害。该攻击无视防御。,,,,,200,,,,100,1,6,60,,,,,,,,1,,,,,24,0,0,0,0
1510023,圣女,若上一回合被敌方击中，100%概率造成敌方总战力60%的伤害。该攻击无视闪避。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。（该技能无法被封印）,2,,,,,,3,,110,1,6,60,,1,,,,1,1,,,,,,183,0,0,0,0
1510024,战神一击,敌方战力低于或等于100%时，10%造成敌方总战力60%伤害，敌方战力高于100%时，10%造成敌方当前战力60%伤害。攻击无视闪避。王者等级提高10。永久享受合战特权。,,,,,,101,,,100,1,6,60,,,,,,,1,,,,,,183,0,0,0,0
1610001,初级念动力,战斗回合高于12回时，100%概率发动，造成敌方已损失战力50%的伤害。,12,,,,,,,,100,1,7,50,,,,,,,,,,,,,142,0,0,0,0
1610002,神圣之刺,100%概率发动，造成敌方已损失战力40%的伤害。,,,,,,,,,100,1,7,40,,,,,,,,,,,,,142,0,0,0,0
1610003,真选之魂,战斗回合高于5回时，100%概率发动，造成敌方已损失战力45%的伤害。,5,,,,,,,,100,1,7,45,,,,,,,,,,,,,182,0,0,0,0
1610004,元素风暴,敌方战力低于50%时，100%概率发动，造成敌方已损失战力50%的伤害。,,,,,,50,,,100,1,7,50,,,,,,,,,,,,,171,0,0,0,0
1610005,无常之手,战斗回合高于8回时，100%概率发动，造成敌方已损失战力55%的伤害。,8,,,,,,,,100,1,7,55,,,,,,,,,,,,,13,0,0,0,0
1610006,万花雨扇·收,战斗回合高于8回时，100%概率发动，造成敌方已损失战力40%的伤害。,8,,,,,,,,100,1,7,40,,,,,,,,,,,,,119,0,0,0,0
1610007,心疑无常,敌方战力低于80%时，100%概率发动，造成敌方已损失战力60%的伤害，此攻击击中敌人时，敌人发动概率高于4%的技能被封印1回合（发动率高于45%的技能豁免）。闪避等级提高8,,,,,,80,,,100,1,7,60,,1,,,,,,,,1,4,45,25,0,0,0,0
1610008,时间黑洞,怪物技能,,,,,,,,,100,1,7,200,,,,,,,,,,,,,2,0,0,0,0
1610009,直死之魔眼,敌方战力低于50%时，100%概率发动，造成敌方已损失战力120%的伤害。王者等级提高3,,,,,,50,,,100,1,7,120,,,,,,,,,,,,,17,0,0,0,0
1610010,一哨定音,敌方战力低于40%时，100%概率发动，造成敌方已损失战力65%的伤害。该技能无法闪避。,,,,,,40,,,100,1,7,65,,,,,,,1,,,,,,182,0,0,0,0
1610011,圣诞恶作剧,敌方战力低于20%时，100%概率造成敌方已损失战力50%的伤害，该攻击无法闪避。王者等级提高5。,,,,,,20,,,100,1,7,50,,,,,,,1,,,,,,17,0,0,0,0
1710001,暧昧的气氛,100%概率发动，攻击后吸收本次伤害22%的战力。,,,,,,,,,100,1,8,22,100,,,,,,,,,,,,20,0,0,0,0
1710002,抢东西吃,100%概率发动，攻击后吸收本次伤害3%的战力。,,,,,,,,,100,1,8,3,100,,,,,,,,,,,,141,0,0,0,0
1710003,残破肉体,100%概率发动，攻击后吸收本次伤害20%的战力。,,,,,,,,,100,1,8,20,100,,,,,,,,,,,,155,0,0,0,0
1710004,魔化诅咒,100%概率发动，攻击后吸收本次伤害5%的战力。,,,,,,,,,100,1,8,5,100,,,,,,,,,,,,177,0,0,0,0
1710005,异能爆发,100%概率发动，攻击后吸收本次伤害40%的战力。,,,,,,,,,100,1,8,40,100,,,,,,,,,,,,187,0,0,0,0
1710006,夜兔觉醒（弃用）,100%概率发动，攻击后吸收本次伤害21%的战力。,,,,,,,,,100,1,8,21,100,,,,,,,,,,,,187,0,0,0,0
1710007,末日魂吸,100%概率发动，攻击后吸收本次伤害40%的战力。,,,,,,,,,100,1,8,40,100,,,,,,,,,,,,38,0,0,0,0
1710008,邪恶摄取,怪物技能,,,,,,,,,100,1,8,22,100,,,,,,,,,,,,155,0,0,0,0
1710009,噩梦投射,怪物技能,,,,,,,,,100,1,8,70,100,,,,,,,,,,,,36,0,0,0,0
1710010,风林火山,100%概率发动一次无视防御的攻击，攻击后吸收本次伤害40%的战力。,,,,,,,,,100,1,8,40,100,,,,,,,1,,,,,187,0,0,0,0
1710011,大夜场,合作技,,,,,,,,,100,1,8,60,100,,,,,,,,,,,,68,0,0,0,0
1710012,光之降临,合作技,,,,,,,,,100,1,8,99,100,,,,,,,,,,,,69,0,0,0,0
1710013,战力吸取,怪物技能,,,,,,,,,100,1,8,60,100,,,,,,,,,,,,37,0,0,0,0
1710014,黑之吹息（弃用）,散播恐惧并剥夺受伤者的生命能量，100%概率发动，攻击后吸收本次伤害52%的战力。,,,,,,,,,100,1,8,52,100,,,,,,,,,,,,3,0,0,0,0
1710015,奶茶加糖,100%概率发动，攻击后吸收本次伤害50%的战力。,,,,,,,,,100,1,8,50,100,,,,,,,,,,,,20,0,0,0,0
1710016,两兵卫的谋略,100%概率发动，攻击后吸收本次伤害200%的战力。,,,,,,,,,100,1,8,200,100,,,,,,,,,,,,97,0,0,0,0
1710017,时沙漏的守护,若上一回合被敌方击中，100%概率发动一次无法闪避的攻击，攻击后吸收本次伤害170%的战力。,2,,,,,,3,,100,1,8,170,100,,,,,,1,,,,,,187,0,0,0,0
1710018,巨齿吞噬,怪物技能,,,,,,,,,100,1,8,100,100,,,,,,1,,,,,,125,0,0,0,0
1710019,鲜血之噬,怪物技能,2,,,,,,3,,100,1,8,50,100,,,,,,1,,,,,,155,0,0,0,0
1710020,喜上加喜,若上一回合未被敌方击中，100%概率发动一次无法闪避的攻击，攻击后吸收本次伤害80%的战力。,2,,,,,,4,,100,1,8,80,100,,,,,,1,,,,,,187,0,0,0,0
1710021,说你好,若上一回合被敌方击中，100%概率发动一次无法闪避的攻击，攻击后吸收本次伤害100%的战力。,2,,,,,,3,,100,1,8,100,100,,,,,,1,,,,,,97,0,0,0,0
1710022,脸好得认,若上一回合未被敌方击中，100%概率发动一次无法闪避的攻击，攻击后吸收本次伤害120%的战力。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,2,,,,,,4,,100,1,8,120,100,1,,,,1,1,,,,,,3,0,0,0,0
1710023,龙之深吸,100%概率发动，攻击后吸收本次伤害75%的战力。此攻击击中敌人时，敌人发动概率低于5%的技能被封印1回合。,,,,,,,,,100,1,8,75,100,1,,,,,,,,1,,5,140,0,0,0,0
1710024,纵横大海,若上一回合被敌方击中，100%概率发动一次无法闪避的攻击，攻击后吸收本次伤害100%的战力。,2,,,,,,3,,100,1,8,100,100,,,,,,1,,,,,,187,0,0,0,0
1710025,摄魂夺魄,100%概率发动一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。攻击后吸收本次伤害80%的战力。先攻等级提高12。,,,,,,,,,100,1,8,80,100,,,,,,1,1,,,,,69,0,0,0,0
1710026,家传拳脚功夫,100%概率造成200%的伤害，该攻击无视防御，回合数减5。攻击后吸收本次伤害80%的战力。王者等级提高4。,,,,,,,,,100,1,8,80,200,1,,,-5,,,1,,,,,69,0,0,0,0
1710027,神奇开关,己方血量低于50%且敌方血量高于60%时，100%概率发动一次80%纯粹伤害的攻击，攻击后吸取本次伤害160%的战力，命中后虚弱敌方一回合。 先攻等级提高10，王者等级提高10.,,,,50,60,,,,100,1,8,160,80,1,,,,1,1,1,,,,,140,0,0,0,0
1710028,审判之剑,敌方血量高于50%时，100%概率造成140%纯粹伤害，并吸取本次伤害70%的战力，命中后封印概率高于14的技能一回合；己方血量低于40%时，100%概率造成300%的暴击伤害，命中后虚弱对方一回合。,,,,,50,,,,100,1,8,70,140,1,,,,,1,1,,1,14,,69,0,0,0,0
1710029,伯爵之吻,100%概率发动一次60%伤害的攻击，该攻击无视防御，命中后吸取本次伤害150%的战力。,,,,,,,,,100,1,8,150,60,,,,,,,1,,,,,140,0,0,0,0
1710030,尘晶符文,100%概率发动一次80%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。攻击后吸收本次伤害80%的战力。王者等级提高7。,,,,,,,,,100,1,8,80,80,,,,,,1,1,,,,,140,0,0,0,0
1710031,末日魂吸·改,100%概率发动一次120%伤害的攻击，该攻击无法闪避，攻击后吸收本次伤害40%的伤害。,,,,,,,,,100,1,8,40,120,,,,,,1,,,,,,38,0,0,0,0
1710032,真·末日魂吸,100%概率发动一次140%伤害的攻击，该攻击无法闪避，攻击后吸收本次伤害50%的伤害。,,,,,,,,,100,1,8,50,140,,,,,,1,,,,,,38,0,0,0,0
1710033,极·末日魂吸,100%概率发动一次150%伤害的攻击，该攻击无法闪避，攻击后吸收本次伤害60%的伤害。,,,,,,,,,100,1,8,60,150,,,,,,1,,,,,,38,0,0,0,0
1810001,忠义之刺,100%概率发动，在攻击后恢复20%的当前战力。,,,,,,,,,100,1,9,20,,,,,,,,,,,,,140,0,0,0,0
1810002,元素神圣,100%概率发动，在攻击后恢复11%的当前战力。,,,,,,,,,100,1,9,11,,,,,,,,,,,,,140,0,0,0,0
1810003,自然祝福,100%概率发动，在攻击后恢复15%的当前战力。,,,,,,,,,100,1,9,15,,,,,,,,,,,,,138,0,0,0,0
1810004,技能有两种,100%概率发动，在攻击后恢复12%的当前战力。,,,,,,,,,100,1,9,12,,,,,,,,,,,,,138,0,0,0,0
1810005,暴乱念动力,100%概率发动，在攻击后恢复16%的当前战力。,,,,,,,,,100,1,9,16,,,,,,,,,,,,,139,0,0,0,0
1810006,噩梦突袭,怪物技能,,,,,,,,,100,1,9,16,,,,,,,,,,,,,138,0,0,0,0
1810007,大略暴风雨（弃用）,100%概率发动，在攻击后恢复35%的当前战力。防御等级提高5。,,,,,,,,,100,1,9,35,,,,,,,,,,,,,47,0,0,0,0
1810008,万花雨扇·发,100%概率发动，在攻击后恢复10%的当前战力。,,,,,,,,,100,1,9,10,,,,,,,,,,,,,138,0,0,0,0
1810009,蛮荒神启,100%概率发动，在攻击后恢复40%的当前战力。,,,,,,,,,100,1,9,40,,,,,,,,,,,,,104,0,0,0,0
1810010,发芽,怪物技能,,,,,,,,,100,1,9,40,,,,,,,,,,,,,83,0,0,0,0
1810011,疯狂生长,怪物技能,,,,,,,,,100,1,9,50,,,,,,,,,,,,,83,0,0,0,0
1810012,完美生长,怪物技能,,,,,,,,,100,1,9,60,,,,,,,,,,,,,83,0,0,0,0
1810013,教会我长大,100%概率发动，在攻击后恢复26%的当前战力。,,,,,,,,,100,1,9,26,,,,,,,,,,,,,139,0,0,0,0
1810014,三羊开泰,100%概率发动，在攻击后恢复41%的当前战力。该技能无法闪避。,,,,,,,,,100,1,9,41,,,,,,,1,,,,,,138,0,0,0,0
1810015,大蛇之荒,,,,,30,,,,,100,1,9,120,,,,,,,1,1,,,,,115,0,0,0,0
1810016,王之军势,100%概率发动，在攻击后恢复38%的当前战力。此攻击击中敌人时，敌人发动概率高于7%的技能被封印1回合。,,,,,,,,,100,1,9,38,,1,,,,,,,,1,7,,112,0,0,0,0
1810017,升级！,若上一回合未被敌方击中，100%概率发动，在攻击后恢复40%的当前战力。,2,,,,,,4,,100,1,9,40,,,,,,,,,,,,,104,0,0,0,0
1810018,纤云弄巧,100%概率发动，在攻击后恢复30%的当前战力。此攻击击中敌人时，敌人发动概率高于6%的技能被封印1回合。（部分怪物技能无法被封印）,,,,,,,,,100,1,9,30,,1,,,,,,,,1,6,101,112,0,0,0,0
1810019,热爱电竞,100%概率发动，在攻击后恢复20%的当前战力。防御等级提高4，闪避等级提高4。,,,,,,,,,100,1,9,20,,,,,,,,,,,,,47,0,0,0,0
1810020,漆黑符咒,怪物技能,,,,,,,,,100,1,9,45,,,,,,,1,1,,,,,104,0,0,0,0
1810021,绝唱空城,怪物技能,,,,,,,,,100,1,9,-40,,1,,,,3,1,,,,,,103,0,0,0,0
1810022,大宇云天,怪物技能,,,,,,,,,100,1,9,40,,1,,,,1,,,,,,,113,0,0,0,0
1810023,双股剑,怪物技能,,,,,,,,,100,1,9,35,,,,,,,1,,,,,,132,0,0,0,0
1810024,圣光护佑,己方战力高于40%时，100%概率发动，在攻击后恢复40%的当前战力。防御等级提高5，闪避等级提高5。,,,40,,,,,,100,1,9,40,,,,,,,,,,,,,103,0,0,0,0
1810025,善变的猫,己方战力高于100%时，100%概率发动，在攻击后恢复20%的当前战力。己方战力低于于100%时，100%概率发动，在攻击后恢复20%的总战力。,,,100,,,,,,100,1,9,20,,,,,,,,,,,,,112,0,0,0,0
1810026,治疗之环,己方战力高于50%，100%概率发动，在攻击后恢复30%的当前战力，己方战力低于50%时，100%概率发动，在攻击后恢复30%的总战力。,,,50,,,,,,100,1,9,30,,,,,,,,,,,,,112,0,0,0,0
1810027,天空之剑,高于20回合时，100%概率发动，在攻击后提高己方战力，提高值是己方50%的当前战力。,20,,,,,,,,100,1,9,50,,,,,,,,,,,,,103,0,0,0,0
1810028,机车万岁,100%概率发动，在攻击后恢复35%的当前战力。该技能无法闪避。此攻击击中敌人时，敌人发动概率低于6%的技能被封印1回合。,,,,,,,,,100,1,9,35,,,,,,,1,,,1,,6,104,0,0,0,0
1810029,对弈之道,己方战力高于30%且高于敌方战力时，100%概率发动，在攻击后恢复20%的当前战力。己方战力低于敌方战力且敌方战力高于30%时，100%概率发动，在攻击后提高战力，提高值是敌方20%当前战力。闪避等级提高5。,,,30,,,,,1,100,1,9,20,,,,,,,,,,,,,104,0,0,0,0
1810030,破尽万法,回合数小于8的时候，100%概率发动一次100%纯粹攻击，攻击后提高己方18%总战力，命中后王者提高15点。,,8,,,,,,,100,1,9,18,,1,0|0|0|15,,,,1,1,,,,,112,0,0,0,0
1810031,天女舞,己方战力高于80%，100%概率发动一次无法闪避的攻击，命中后恢复30%己方当前血量，封印根据敌方当前血量提高战力技能1回合，回合数+15。防御等级提高5，闪避等级提高5。,,,80,,,,,,100,1,9,30,,1,,,15,,1,,11,1,,,104,0,0,0,0
1810032,消灭魔星,战斗回合小于5的时候，100%概率发动一次攻击，该攻击无法闪避，攻击后提高己方战力，提高值是己方20%当前战力。闪避等级增加10点。,,5,,,,,,,100,1,9,20,,,,,,,1,,,,,,103,0,0,0,0
1810033,昏睡剑,100%概率发动，在攻击后扣除自己40%的当前战力，该攻击无法闪避，此攻击击中敌人时，敌人的下两次攻击只会造成1点伤害。王者等级提高2。,,,,,,,,,100,1,9,-40,,1,,,,2,1,,,,,,112,0,0,0,0
1810034,调率者,己方战力高于40%时，100%概率发动，在攻击后恢复25%的当前战力。技能发动后，己方闪避增加5，对方闪避减低20。,,,40,,,,,,100,1,9,25,,,0|0|5|0,0|0|-20|0,,,,,,,,,104,0,0,0,0
1810035,万能卡片,己方战力高于30%，100%概率发动，恢复35%的当前战力。己方战力低于30%，100%概率发动“防御圈”，攻击不可闪避，攻击后敌方回复敌方当前100%的战力，敌方的下两次攻击只会造成1点伤害。闪避等级提高8。,,,30,,,,,,100,1,9,35,,,,,,,,,,,,,103,0,0,0,0
1910001,感慨人生,100%概率发动，在攻击后恢复10%的总战力。听听老年人的话，你会有所收获呀。,,,,,,,,,100,1,10,10,,,,,,,,,,,,,138,0,0,0,0
1910002,生产牛奶,100%概率发动，在攻击后恢复12%的总战力。多喝牛奶身体棒。,,,,,,,,,100,1,10,12,,,,,,,,,,,,,138,0,0,0,0
