ID,怪物组名,怪物构成,战斗力,英雄技能,先攻等级,防御等级,闪避等级,王者等级,备注
1000256,黑衣巫师,13000004|13000004|13000004|13000004|13000004|13000004|13000004|13000004|13000004|13000004,900000,1200005|1200005|1200005|1200005,0,0,0,,
1000257,宁宁,18000043|19000056,920000,1900018|1900018|1900018|1900018|1900018|2200043|2200043|2200043|2200043|2200043,0,0,0,,
1000258,甄姬,18000034,940000,,0,200,0,,
1000259,迪卢木多,17000011,960000,2200004|2200004|2200004|2200004|2200004,0,0,0,,
1000260,贝尔菲高尔,22000002,990000,,0,250,0,,
1000261,黑衣巫师,13000004|13000004|13000004|13000004|13000004|13000004|13000004|13000004|13000004|13000004,900000,4000039,,10,,,150的无视防御伤害
1000262,宁宁,18000043|19000056,920000,4000039,,20,,,150的无视防御伤害
1000263,甄姬,18000034,940000,4000039,,30,,,150的无视防御伤害
1000264,迪卢木多,17000011,960000,4000039,,40,,,150的无视防御伤害
1000265,贝尔菲高尔,22000002,990000,4000039,,50,,,150的无视防御伤害
1000266,黑衣巫师,13000004|13000004|13000004|13000004|13000004|13000004|13000004|13000004|13000004|13000004,900000,4000039,,80,50,,150的无视防御伤害
1000267,宁宁,18000043|19000056,920000,4000039,,110,50,,150的无视防御伤害
1000268,甄姬,18000034,940000,4000039,,140,50,,150的无视防御伤害
1000269,迪卢木多,17000011,960000,4000039,,170,50,,150的无视防御伤害
1000270,贝尔菲高尔,22000002,990000,4000039,,200,50,,150的无视防御伤害
1000271,新吧唧,16000010,1000000,1200020|1200020|1200020|1200020|1200020|1200020|1200020|1200020|1200020|1200020,,,,,
1000272,夜兔族少女,18000012,1015000,1300018|1300018|1300018|1300018|,,,,,
1000273,抖m小猿,16000012,1030000,,,,40,,
1000274,坂田金时,19000007,1050000,1300006|1300006|1300006|1300006|1300006,,,,,
1000275,高杉晋作,19000020,1080000,2200012|2200012|2200012|2200012|2200012|2200012|2200012|2200012|2200012|2200012,,,,,
1000276,新吧唧,16000010,1000000,4000041|4000040,,,260,0,回复造成伤害40%的伤害，10回合之后，怪物每回合回复自己初始总血量20%的血
1000277,夜兔族少女,18000012,1015000,4000041|4000040,,,270,0,回复造成伤害40%的伤害，10回合之后，怪物每回合回复自己初始总血量20%的血
1000278,抖m小猿,16000012,1030000,4000041|4000040,,,280,0,回复造成伤害40%的伤害，10回合之后，怪物每回合回复自己初始总血量20%的血
1000279,坂田金时,19000007,1050000,4000041|4000040,,,290,0,回复造成伤害40%的伤害，10回合之后，怪物每回合回复自己初始总血量20%的血
1000280,高杉晋作,19000020,1080000,4000041|4000040,,,300,0,回复造成伤害40%的伤害，10回合之后，怪物每回合回复自己初始总血量20%的血
1000281,新吧唧,16000010,1000000,4000041|4000040,,,340,,回复造成伤害40%的伤害，10回合之后，怪物每回合回复自己初始总血量20%的血
1000282,夜兔族少女,18000012,1015000,4000041|4000040,,,380,,回复造成伤害40%的伤害，10回合之后，怪物每回合回复自己初始总血量20%的血
1000283,抖m小猿,16000012,1030000,4000041|4000040,,,420,,回复造成伤害40%的伤害，10回合之后，怪物每回合回复自己初始总血量20%的血
1000284,坂田金时,19000007,1050000,4000041|4000040,,,480,,回复造成伤害40%的伤害，10回合之后，怪物每回合回复自己初始总血量20%的血
1000285,高杉晋作,19000020,1080000,4000041|4000040,,,500,,回复造成伤害40%的伤害，10回合之后，怪物每回合回复自己初始总血量20%的血
1000286,zero,19000037|19000033,1040000,1900011|1900011|1900011|1900011|1900011|1900011|1900011,0,60,60,0,
1000287,两仪shiki,19000044,1070000,1600009|1600009|1600009|1600009|1600009,0,0,0,0,
1000288,早乙女.女,17000018,1100000,1300010|1300010|1300010,0,0,0,0,
1000289,亚丝娜,19000036|10000005|10000005|10000005|10000005|10000005|10000005,1130000,1100032|1100032|1100032|1100032|1100032|1100032|1100032|1100032|1100032|1100032,0,0,0,0,
1000290,庞麦郎,19000068,1160000,,0,0,100,100,
1000291,zero,19000037|19000033,1040000,4000042,,260,,,怪物每回合回复自己初始总血量30%的血
1000292,两仪shiki,19000044,1070000,4000042,,270,,,怪物每回合回复自己初始总血量30%的血
1000293,早乙女.女,17000018,1100000,4000042,,280,,,怪物每回合回复自己初始总血量30%的血
1000294,亚丝娜,19000036|10000005|10000005|10000005|10000005|10000005|10000005,1130000,4000042,,290,,,怪物每回合回复自己初始总血量30%的血
1000295,庞麦郎,19000068,1160000,4000042,,300,,,怪物每回合回复自己初始总血量30%的血
1000296,zero,19000037|19000033,1040000,4000042,,340,,,怪物每回合回复自己初始总血量30%的血
1000297,两仪shiki,19000044,1070000,4000042,,380,,,怪物每回合回复自己初始总血量30%的血
1000298,早乙女.女,17000018,1100000,4000042,,420,,,怪物每回合回复自己初始总血量30%的血
1000299,亚丝娜,19000036|10000005|10000005|10000005|10000005|10000005|10000005,1130000,4000042,,480,,,怪物每回合回复自己初始总血量30%的血
1000300,庞麦郎,19000068,1160000,4000042,,500,,,怪物每回合回复自己初始总血量30%的血
1000301,桂小五郎,18000019,1250000,1300011|1300011|1300011|1300011|1300011|1300011|1300011,0,0,0,0,
1000302,末日主宰,19000058,1270000,1200067|1200067|1200067|1200067|1200067|1200067|1200067|1200067|1200067|1200067,0,0,0,0,
1000303,死鱼眼兵长,19000046|19000045|18000039,1300000,,0,0,200,0,
1000304,骑士王,19000043,1350000,2200024|2200024|2200024|2200024|2200024|2200024|2200024|2200024|2200024|2200024,0,0,0,0,
1000305,抖m小猿,16000012,1400000,,0,0,300,0,
1000306,桂小五郎,18000019,1250000,4000044|4000043,160,,,,70%的暴击伤害，8回合之后怪物回复自己初始总血量40%的血
1000307,末日主宰,19000058,1270000,4000044|4000043,170,,,,70%的暴击伤害，8回合之后怪物回复自己初始总血量40%的血
1000308,死鱼眼兵长,19000046|19000045|18000039,1300000,4000044|4000043,180,,,,70%的暴击伤害，8回合之后怪物回复自己初始总血量40%的血
1000309,骑士王,19000043,1350000,4000044|4000043,190,,,,70%的暴击伤害，8回合之后怪物回复自己初始总血量40%的血
1000310,抖m小猿,16000012,1400000,4000044|4000043,200,,,,70%的暴击伤害，8回合之后怪物回复自己初始总血量40%的血
1000311,桂小五郎,18000019,1250000,4000044|4000043,220,,,,70%的暴击伤害，8回合之后怪物回复自己初始总血量40%的血
1000312,末日主宰,19000058,1270000,4000044|4000043,240,,,,70%的暴击伤害，8回合之后怪物回复自己初始总血量40%的血
1000313,死鱼眼兵长,19000046|19000045|18000039,1300000,4000044|4000043,260,,,,70%的暴击伤害，8回合之后怪物回复自己初始总血量40%的血
1000314,骑士王,19000043,1350000,4000044|4000043,280,,,,70%的暴击伤害，8回合之后怪物回复自己初始总血量40%的血
1000315,抖m小猿,16000012,1400000,4000044|4000043,300,,,,70%的暴击伤害，8回合之后怪物回复自己初始总血量40%的血
1000316,亚丝娜,19000036,1420000,1100032|1100032|1100032|1100032|1100032|1100032|1100032|1100032|1100032|1100032,,,,,
1000317,狂三,19000038,1450000,2100006|2100006|2100006|2100006|2100006|2100006|2100006|2100006|2100006|2100006,,,90,,
1000318,吉尔加美蛇,19000002,1480000,2200006|2200006|2200006|2200006|2200006|2200006|2200006|2200006|2200006|2200006,,,,,
1000319,骑士王,19000043,1510000,2200024|2200024|2200024|2200024|2200024|2200024|2200024|2200024|2200024|2200024,,,,50,
1000320,曹操,19000041,1550000,1600007|1600007|1600007|1600007|1600007|1600007|1600007|1600007|1600007|1600007,,,80,,
1000321,亚丝娜,19000036,1420000,4000046|4000045,,10,,,怪物的每回合回复自己初始总血量的25%，10回合之后，怪物的每回合回复自己初始总血量的50%
1000322,狂三,19000038,1450000,4000046|4000045,,20,,,怪物的每回合回复自己初始总血量的25%，10回合之后，怪物的每回合回复自己初始总血量的50%
1000323,吉尔加美蛇,19000002,1480000,4000046|4000045,,30,,,怪物的每回合回复自己初始总血量的25%，10回合之后，怪物的每回合回复自己初始总血量的50%
1000324,骑士王,19000043,1510000,4000046|4000045,,40,,,怪物的每回合回复自己初始总血量的25%，10回合之后，怪物的每回合回复自己初始总血量的50%
1000325,曹操,19000041,1550000,4000046|4000045,,50,,,怪物的每回合回复自己初始总血量的25%，10回合之后，怪物的每回合回复自己初始总血量的50%
1000326,亚丝娜,19000036,1420000,4000046|4000045,,80,50,,怪物的每回合回复自己初始总血量的25%，10回合之后，怪物的每回合回复自己初始总血量的50%
1000327,狂三,19000038,1450000,4000046|4000045,,110,50,,怪物的每回合回复自己初始总血量的25%，10回合之后，怪物的每回合回复自己初始总血量的50%
1000328,吉尔加美蛇,19000002,1480000,4000046|4000045,,140,50,,怪物的每回合回复自己初始总血量的25%，10回合之后，怪物的每回合回复自己初始总血量的50%
1000329,骑士王,19000043,1510000,4000046|4000045,,170,50,,怪物的每回合回复自己初始总血量的25%，10回合之后，怪物的每回合回复自己初始总血量的50%
1000330,曹操,19000041,1550000,4000046|4000045,,200,50,,怪物的每回合回复自己初始总血量的25%，10回合之后，怪物的每回合回复自己初始总血量的50%
1000331,丰臣秀吉,19000056,1580000,2200043|2200043|2200043|2200043|2200043|2200043|2200043|2200043|2200043|2200043|2200043|2200043|,,,,,
1000332,武田信玄,19000025,1620000,1700010|1700010|1700010|1700010|1700010|1700010|1700010|1700010|1700010|1700010,,,,,
1000333,竹中半兵卫,18000044,1660000,2200028|2200028|2200028|2200028|2200028,,,,,
1000334,织田信长,19000009,1700000,,,,,50,
1000335,德川家康,19000055,1750000,2200027|2200027|2200027|2200027|2200027|2200027|2200027|2200027|2200027|2200027,,,,,
1000336,丰臣秀吉,19000056,1580000,4000048|4000047,,,10,,150%的无视闪避伤害，10回合之后，10回合之后，怪物的每回合回复自己初始总血量的40%
1000337,武田信玄,19000025,1620000,4000048|4000047,,,20,,150%的无视闪避伤害，10回合之后，10回合之后，怪物的每回合回复自己初始总血量的40%
1000338,竹中半兵卫,18000044,1660000,4000048|4000047,,,30,,150%的无视闪避伤害，10回合之后，10回合之后，怪物的每回合回复自己初始总血量的40%
1000339,织田信长,19000009,1700000,4000048|4000047,,,40,,150%的无视闪避伤害，10回合之后，10回合之后，怪物的每回合回复自己初始总血量的40%
1000340,德川家康,19000055,1750000,4000048|4000047,,,50,,150%的无视闪避伤害，10回合之后，10回合之后，怪物的每回合回复自己初始总血量的40%
1000341,丰臣秀吉,19000056,1580000,4000048|4000047,,50,80,,150%的无视闪避伤害，10回合之后，10回合之后，怪物的每回合回复自己初始总血量的40%
1000342,武田信玄,19000025,1620000,4000048|4000047,,50,110,,150%的无视闪避伤害，10回合之后，10回合之后，怪物的每回合回复自己初始总血量的40%
1000343,竹中半兵卫,18000044,1660000,4000048|4000047,,50,140,,150%的无视闪避伤害，10回合之后，10回合之后，怪物的每回合回复自己初始总血量的40%
1000344,织田信长,19000009,1700000,4000048|4000047,,50,170,,150%的无视闪避伤害，10回合之后，10回合之后，怪物的每回合回复自己初始总血量的40%
1000345,德川家康,19000055,1750000,4000048|4000047,,50,200,,150%的无视闪避伤害，10回合之后，10回合之后，怪物的每回合回复自己初始总血量的40%
1000346,唐三一众,19000047|19000049|19000048,1800000,,,,,,
1000347,盖亚,19000012,1820000,2100004|2100004|2100004|2100004,,,,,
1000348,洛基,17000003|18000004,1850000,2200042|2200042|2200042,,,,,
1000349,甩葱少女,19000039,1890000,2200021|2200021|2200021|2200021|2200021|2200021|2200021|2200021|2200021|2200021,,,,,
1000350,三爷,19000045|18000039,1940000,,,130,30,,
1000351,唐三一众,19000047|19000049|19000048,1800000,4000050|4000049,,10,,,150%的无视防御伤害，10回合之后，怪物的每回合回复自己初始总血量的40%
1000352,盖亚,19000012,1820000,4000050|4000049,,20,,,150%的无视防御伤害，10回合之后，怪物的每回合回复自己初始总血量的40%
1000353,洛基,17000003|18000004,1850000,4000050|4000049,,30,,,150%的无视防御伤害，10回合之后，怪物的每回合回复自己初始总血量的40%
1000354,甩葱少女,19000039,1890000,4000050|4000049,,40,,,150%的无视防御伤害，10回合之后，怪物的每回合回复自己初始总血量的40%
1000355,三爷,19000045|18000039,1940000,4000050|4000049,,50,,,150%的无视防御伤害，10回合之后，怪物的每回合回复自己初始总血量的40%
1000356,唐三一众,19000047|19000049|19000048,1800000,4000050|4000049,,80,50,,150%的无视防御伤害，10回合之后，怪物的每回合回复自己初始总血量的40%
1000357,盖亚,19000012,1820000,4000050|4000049,,110,50,,150%的无视防御伤害，10回合之后，怪物的每回合回复自己初始总血量的40%
1000358,洛基,17000003|18000004,1850000,4000050|4000049,,140,50,,150%的无视防御伤害，10回合之后，怪物的每回合回复自己初始总血量的40%
1000359,甩葱少女,19000039,1890000,4000050|4000049,,170,50,,150%的无视防御伤害，10回合之后，怪物的每回合回复自己初始总血量的40%
1000360,三爷,19000045|18000039,1940000,4000050|4000049,,200,50,,150%的无视防御伤害，10回合之后，怪物的每回合回复自己初始总血量的40%
1000361,阿江,17000033,1760000,2100008|2100008|2100008|2100008|2100008|2100008|2100008|2100008|2100008|2100008,,,,,
1000362,宁宁,18000043,1800000,1900018|1900018|1900018|1900018|1900018|1900018|1900018|1900018|1900018|1900018,,,,,
1000363,茶茶,17000031,1850000,1900019|1900019|1900019|1900019|1900019|1900019|1900019|1900019|1900019|1900019,,,,,
1000364,阿初,17000032,1900000,,,30,,,
1000365,阿江,17000033,1950000,2100008|2100008|2100008|2100008|2100008|2100008|2100008|2100008|2100008|2100008,,,,,
1000366,阿江,17000033,1760000,4000051,,,,,暴击同时封印玩家15%以上技能
1000367,宁宁,18000043,1800000,4000052,,,,,暴击同时封印玩家12%以上的技能
1000368,茶茶,17000031,1850000,4000053,,,,,暴击同时封印玩家10%以上的技能
1000369,阿初,17000032,1900000,4000054,,,,,暴击同时封印玩家8%以上的技能
1000370,阿江,17000033,1950000,4000055,,,,,暴击同时封印玩家5%以上的技能
1000371,阿江,17000033,1760000,4000056,,,,,无视防御暴击同时封印玩家15%以上的技能
1000372,宁宁,18000043,1800000,4000057,,,,,无视防御暴击同时封印玩家12%以上的技能
1000373,茶茶,17000031,1850000,4000058,,,,,无视防御暴击同时封印玩家10%以上的技能
1000374,阿初,17000032,1900000,4000059,,,,,无视防御暴击同时封印玩家8%以上的技能
1000375,阿江,17000033,1950000,4000060,,,,,无视防御暴击同时封印玩家5%以上的技能
1000376,进击的兵团,19000046|19000045|18000039|,2000000,,,,130,,
1000377,千女神,17000030|18000029,2020000,,,40,40,,
1000378,美杜莎,18000003,2040000,2200005|2200005|2200005|2200005|2200005|2200005|2200005|2200005|2200005|2200005,,,,,
1000379,范海辛,17000005,2070000,1100007|1100007|1100007|1100007|1100007|1100007|1100007|1100007|1100007|1100007,,,,,
1000380,龙马和他的战友,18000021|16000010|16000011|16000013|16000012,2100000,2000005|2000005|2000005|2000005|2000005,,,,,
1000381,进击的兵团,19000046|19000045|18000039|,2000000,4000061,,100,0,,暴击同时封印玩家15%以上技能
1000382,千女神,17000030|18000029,2020000,4000062,,100,0,,暴击同时封印玩家12%以上的技能
1000383,美杜莎,18000003,2040000,4000063,,100,0,,暴击同时封印玩家10%以上的技能
1000384,范海辛,17000005,2070000,4000064,,100,0,,暴击同时封印玩家8%以上的技能
1000385,龙马和他的战友,18000021|16000010|16000011|16000013|16000012,2100000,4000065,,100,0,,暴击同时封印玩家5%以上的技能
1000386,进击的兵团,19000046|19000045|18000039|,2000000,4000066,,150,100,,无视防御暴击同时封印玩家15%以上的技能
1000387,千女神,17000030|18000029,2020000,4000067,,150,100,,无视防御暴击同时封印玩家12%以上的技能
1000388,美杜莎,18000003,2040000,4000068,,150,100,,无视防御暴击同时封印玩家10%以上的技能
1000389,范海辛,17000005,2070000,4000069,,150,100,,无视防御暴击同时封印玩家8%以上的技能
1000390,龙马和他的战友,18000021|16000010|16000011|16000013|16000012,2100000,4000070,,150,100,,无视防御暴击同时封印玩家5%以上的技能
1000391,金三胖,18000033,2100000,,,100,,,
1000392,奥巴马,18000031,2120000,1200062|1200062|1200062|1200062|1200062|1200062|1200062|1200062|1200062|1200062,,,,,
1000393,苍老师,18000038,2130000,1800013|1800013|1800013|1800013|1800013|1800013|1800013|1800013|1800013|1800013,,,,,
1000394,千女神,17000030,2150000,,,40,40,,
1000395,奶茶妹,18000036,2200000,1700015|1700015|1700015|1700015|1700015|1700015|1700015,,,,,
1000396,金三胖,18000033,2100000,4000071,,,,,暴击同时封印玩家5%以下的技能
1000397,奥巴马,18000031,2120000,4000072,,,,,暴击同时封印玩家6%以下的技能
1000398,苍老师,18000038,2130000,4000073,,,,,暴击同时封印玩家8%以下的技能
1000399,千女神,17000030,2150000,4000074,,,,,暴击同时封印玩家10%以下的技能
1000400,奶茶妹,18000036,2200000,4000075,,,,,暴击同时封印玩家12%以下的技能
1000401,金三胖,18000033,2100000,4000076,,,,,无视防御暴击同时封印玩家5%以下的技能
1000402,奥巴马,18000031,2120000,4000077,,,,,无视防御暴击同时封印玩家6%以下的技能
1000403,苍老师,18000038,2130000,4000078,,,,,无视防御暴击同时封印玩家8%以下的技能
1000404,千女神,17000030,2150000,4000079,,,,,无视防御暴击同时封印玩家10%以下的技能
1000405,奶茶妹,18000036,2200000,4000080,,,,,无视防御暴击同时封印玩家12%以下的技能
1000406,梅林,17000012,2250000,1900003|1900003|1900003|1900003|1900003|1900003|1900003|1900003|1900003|1900003,,,,,
1000407,圣女贞德,19000010,2280000,1900024|1900024|1900024|1900024|1900024,,30,,,
