ID,事件名,事件描述,事件等级,Mercenary ID,任务类型（1，战斗任务 2，道具任务 3，资源任务 4，纯事件）,怪物组ID,战斗怪物组,需求道具,货币类型,需求数量,失败冷却（单位秒）,奖励组,掉落次数
2000318,魔铁杂兵lv318,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,318,20000002,1,9000318,魔铁杂兵lv318,0,1,318,2,25000134,1
2000319,魔铁杂兵lv319,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,319,20000002,1,9000319,魔铁杂兵lv319,0,1,319,2,25000134,1
2000320,魔铁杂兵lv320,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,320,20000002,1,9000320,魔铁杂兵lv320,0,1,320,2,25000134,1
2000321,魔铁杂兵lv321,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,321,20000002,1,9000321,魔铁杂兵lv321,0,1,321,2,25000134,1
2000322,魔铁杂兵lv322,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,322,20000002,1,9000322,魔铁杂兵lv322,0,1,322,2,25000134,1
2000323,魔铁杂兵lv323,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,323,20000002,1,9000323,魔铁杂兵lv323,0,1,323,2,25000134,1
2000324,魔铁杂兵lv324,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,324,20000002,1,9000324,魔铁杂兵lv324,0,1,324,2,25000134,1
2000325,魔铁杂兵lv325,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,325,20000002,1,9000325,魔铁杂兵lv325,0,1,325,2,25000134,1
2000326,魔铁杂兵lv326,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,326,20000002,1,9000326,魔铁杂兵lv326,0,1,326,2,25000134,1
2000327,魔铁杂兵lv327,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,327,20000002,1,9000327,魔铁杂兵lv327,0,1,327,2,25000134,1
2000328,魔铁杂兵lv328,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,328,20000002,1,9000328,魔铁杂兵lv328,0,1,328,2,25000134,1
2000329,魔铁杂兵lv329,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,329,20000002,1,9000329,魔铁杂兵lv329,0,1,329,2,25000134,1
2000330,魔铁杂兵lv330,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,330,20000002,1,9000330,魔铁杂兵lv330,0,1,330,2,25000134,1
2000331,魔铁杂兵lv331,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,331,20000002,1,9000331,魔铁杂兵lv331,0,1,331,2,25000134,1
2000332,魔铁杂兵lv332,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,332,20000002,1,9000332,魔铁杂兵lv332,0,1,332,2,25000134,1
2000333,魔铁杂兵lv333,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,333,20000002,1,9000333,魔铁杂兵lv333,0,1,333,2,25000134,1
2000334,魔铁杂兵lv334,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,334,20000002,1,9000334,魔铁杂兵lv334,0,1,334,2,25000134,1
2000335,魔铁杂兵lv335,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,335,20000002,1,9000335,魔铁杂兵lv335,0,1,335,2,25000134,1
2000336,魔铁杂兵lv336,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,336,20000002,1,9000336,魔铁杂兵lv336,0,1,336,2,25000134,1
2000337,魔铁杂兵lv337,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,337,20000002,1,9000337,魔铁杂兵lv337,0,1,337,2,25000134,1
2000338,魔铁杂兵lv338,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,338,20000002,1,9000338,魔铁杂兵lv338,0,1,338,2,25000134,1
2000339,魔铁杂兵lv339,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,339,20000002,1,9000339,魔铁杂兵lv339,0,1,339,2,25000134,1
2000340,魔铁杂兵lv340,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,340,20000002,1,9000340,魔铁杂兵lv340,0,1,340,2,25000134,1
2000341,魔铁杂兵lv341,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,341,20000002,1,9000341,魔铁杂兵lv341,0,1,341,2,25000134,1
2000342,魔铁杂兵lv342,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,342,20000002,1,9000342,魔铁杂兵lv342,0,1,342,2,25000134,1
2000343,魔铁杂兵lv343,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,343,20000002,1,9000343,魔铁杂兵lv343,0,1,343,2,25000134,1
2000344,魔铁杂兵lv344,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,344,20000002,1,9000344,魔铁杂兵lv344,0,1,344,2,25000134,1
2000345,魔铁杂兵lv345,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,345,20000002,1,9000345,魔铁杂兵lv345,0,1,345,2,25000134,1
2000346,魔铁杂兵lv346,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,346,20000002,1,9000346,魔铁杂兵lv346,0,1,346,2,25000134,1
2000347,魔铁杂兵lv347,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,347,20000002,1,9000347,魔铁杂兵lv347,0,1,347,2,25000134,1
2000348,魔铁杂兵lv348,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,348,20000002,1,9000348,魔铁杂兵lv348,0,1,348,2,25000134,1
2000349,魔铁杂兵lv349,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,349,20000002,1,9000349,魔铁杂兵lv349,0,1,349,2,25000134,1
2000350,魔铁杂兵lv350,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,350,20000002,1,9000350,魔铁杂兵lv350,0,1,350,2,25000134,1
2000351,魔铁杂兵lv351,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,351,20000002,1,9000351,魔铁杂兵lv351,0,1,351,2,25000134,1
2000352,魔铁杂兵lv352,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,352,20000002,1,9000352,魔铁杂兵lv352,0,1,352,2,25000134,1
2000353,魔铁杂兵lv353,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,353,20000002,1,9000353,魔铁杂兵lv353,0,1,353,2,25000134,1
2000354,魔铁杂兵lv354,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,354,20000002,1,9000354,魔铁杂兵lv354,0,1,354,2,25000134,1
2000355,魔铁杂兵lv355,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,355,20000002,1,9000355,魔铁杂兵lv355,0,1,355,2,25000134,1
2000356,魔铁杂兵lv356,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,356,20000002,1,9000356,魔铁杂兵lv356,0,1,356,2,25000134,1
2000357,魔铁杂兵lv357,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,357,20000002,1,9000357,魔铁杂兵lv357,0,1,357,2,25000134,1
2000358,魔铁杂兵lv358,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,358,20000002,1,9000358,魔铁杂兵lv358,0,1,358,2,25000134,1
2000359,魔铁杂兵lv359,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,359,20000002,1,9000359,魔铁杂兵lv359,0,1,359,2,25000134,1
2000360,魔铁杂兵lv360,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,360,20000002,1,9000360,魔铁杂兵lv360,0,1,360,2,25000134,1
2000361,魔铁杂兵lv361,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,361,20000002,1,9000361,魔铁杂兵lv361,0,1,361,2,25000134,1
2000362,魔铁杂兵lv362,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,362,20000002,1,9000362,魔铁杂兵lv362,0,1,362,2,25000134,1
2000363,魔铁杂兵lv363,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,363,20000002,1,9000363,魔铁杂兵lv363,0,1,363,2,25000134,1
2000364,魔铁杂兵lv364,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,364,20000002,1,9000364,魔铁杂兵lv364,0,1,364,2,25000134,1
2000365,魔铁杂兵lv365,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,365,20000002,1,9000365,魔铁杂兵lv365,0,1,365,2,25000134,1
2000366,魔铁杂兵lv366,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,366,20000002,1,9000366,魔铁杂兵lv366,0,1,366,2,25000134,1
2000367,魔铁杂兵lv367,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,367,20000002,1,9000367,魔铁杂兵lv367,0,1,367,2,25000134,1
2000368,魔铁杂兵lv368,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,368,20000002,1,9000368,魔铁杂兵lv368,0,1,368,2,25000134,1
2000369,魔铁杂兵lv369,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,369,20000002,1,9000369,魔铁杂兵lv369,0,1,369,2,25000134,1
2000370,魔铁杂兵lv370,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,370,20000002,1,9000370,魔铁杂兵lv370,0,1,370,2,25000134,1
2000371,魔铁杂兵lv371,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,371,20000002,1,9000371,魔铁杂兵lv371,0,1,371,2,25000134,1
2000372,魔铁杂兵lv372,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,372,20000002,1,9000372,魔铁杂兵lv372,0,1,372,2,25000134,1
2000373,魔铁杂兵lv373,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,373,20000002,1,9000373,魔铁杂兵lv373,0,1,373,2,25000134,1
2000374,魔铁杂兵lv374,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,374,20000002,1,9000374,魔铁杂兵lv374,0,1,374,2,25000134,1
2000375,魔铁杂兵lv375,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,375,20000002,1,9000375,魔铁杂兵lv375,0,1,375,2,25000134,1
2000376,魔铁杂兵lv376,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,376,20000002,1,9000376,魔铁杂兵lv376,0,1,376,2,25000134,1
2000377,魔铁杂兵lv377,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,377,20000002,1,9000377,魔铁杂兵lv377,0,1,377,2,25000134,1
2000378,魔铁杂兵lv378,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,378,20000002,1,9000378,魔铁杂兵lv378,0,1,378,2,25000134,1
2000379,魔铁杂兵lv379,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,379,20000002,1,9000379,魔铁杂兵lv379,0,1,379,2,25000134,1
2000380,魔铁杂兵lv380,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,380,20000002,1,9000380,魔铁杂兵lv380,0,1,380,2,25000134,1
2000381,魔铁杂兵lv381,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,381,20000002,1,9000381,魔铁杂兵lv381,0,1,381,2,25000134,1
2000382,魔铁杂兵lv382,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,382,20000002,1,9000382,魔铁杂兵lv382,0,1,382,2,25000134,1
2000383,魔铁杂兵lv383,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,383,20000002,1,9000383,魔铁杂兵lv383,0,1,383,2,25000134,1
2000384,魔铁杂兵lv384,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,384,20000002,1,9000384,魔铁杂兵lv384,0,1,384,2,25000134,1
2000385,魔铁杂兵lv385,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,385,20000002,1,9000385,魔铁杂兵lv385,0,1,385,2,25000134,1
2000386,魔铁杂兵lv386,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,386,20000002,1,9000386,魔铁杂兵lv386,0,1,386,2,25000134,1
2000387,魔铁杂兵lv387,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,387,20000002,1,9000387,魔铁杂兵lv387,0,1,387,2,25000134,1
2000388,魔铁杂兵lv388,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,388,20000002,1,9000388,魔铁杂兵lv388,0,1,388,2,25000134,1
2000389,魔铁杂兵lv389,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,389,20000002,1,9000389,魔铁杂兵lv389,0,1,389,2,25000134,1
2000390,魔铁杂兵lv390,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,390,20000002,1,9000390,魔铁杂兵lv390,0,1,390,2,25000134,1
2000391,魔铁杂兵lv391,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,391,20000002,1,9000391,魔铁杂兵lv391,0,1,391,2,25000134,1
2000392,魔铁杂兵lv392,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,392,20000002,1,9000392,魔铁杂兵lv392,0,1,392,2,25000134,1
2000393,魔铁杂兵lv393,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,393,20000002,1,9000393,魔铁杂兵lv393,0,1,393,2,25000134,1
2000394,魔铁杂兵lv394,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,394,20000002,1,9000394,魔铁杂兵lv394,0,1,394,2,25000134,1
2000395,魔铁杂兵lv395,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,395,20000002,1,9000395,魔铁杂兵lv395,0,1,395,2,25000134,1
2000396,魔铁杂兵lv396,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,396,20000002,1,9000396,魔铁杂兵lv396,0,1,396,2,25000134,1
2000397,魔铁杂兵lv397,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,397,20000002,1,9000397,魔铁杂兵lv397,0,1,397,2,25000134,1
2000398,魔铁杂兵lv398,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,398,20000002,1,9000398,魔铁杂兵lv398,0,1,398,2,25000134,1
2000399,魔铁杂兵lv399,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,399,20000002,1,9000399,魔铁杂兵lv399,0,1,399,2,25000134,1
2000400,魔铁杂兵lv400,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,400,20000002,1,9000400,魔铁杂兵lv400,0,1,400,2,25000134,1
2000401,魔铁杂兵lv401,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,401,20000002,1,9000401,魔铁杂兵lv401,0,1,401,2,25000135,1
2000402,魔铁杂兵lv402,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,402,20000002,1,9000402,魔铁杂兵lv402,0,1,402,2,25000135,1
2000403,魔铁杂兵lv403,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,403,20000002,1,9000403,魔铁杂兵lv403,0,1,403,2,25000135,1
2000404,魔铁杂兵lv404,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,404,20000002,1,9000404,魔铁杂兵lv404,0,1,404,2,25000135,1
2000405,魔铁杂兵lv405,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,405,20000002,1,9000405,魔铁杂兵lv405,0,1,405,2,25000135,1
2000406,魔铁杂兵lv406,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,406,20000002,1,9000406,魔铁杂兵lv406,0,1,406,2,25000135,1
2000407,魔铁杂兵lv407,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,407,20000002,1,9000407,魔铁杂兵lv407,0,1,407,2,25000135,1
2000408,魔铁杂兵lv408,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,408,20000002,1,9000408,魔铁杂兵lv408,0,1,408,2,25000135,1
2000409,魔铁杂兵lv409,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,409,20000002,1,9000409,魔铁杂兵lv409,0,1,409,2,25000135,1
2000410,魔铁杂兵lv410,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,410,20000002,1,9000410,魔铁杂兵lv410,0,1,410,2,25000135,1
2000411,魔铁杂兵lv411,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,411,20000002,1,9000411,魔铁杂兵lv411,0,1,411,2,25000135,1
2000412,魔铁杂兵lv412,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,412,20000002,1,9000412,魔铁杂兵lv412,0,1,412,2,25000135,1
2000413,魔铁杂兵lv413,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,413,20000002,1,9000413,魔铁杂兵lv413,0,1,413,2,25000135,1
2000414,魔铁杂兵lv414,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,414,20000002,1,9000414,魔铁杂兵lv414,0,1,414,2,25000135,1
2000415,魔铁杂兵lv415,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,415,20000002,1,9000415,魔铁杂兵lv415,0,1,415,2,25000135,1
2000416,魔铁杂兵lv416,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,416,20000002,1,9000416,魔铁杂兵lv416,0,1,416,2,25000135,1
2000417,魔铁杂兵lv417,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,417,20000002,1,9000417,魔铁杂兵lv417,0,1,417,2,25000135,1
2000418,魔铁杂兵lv418,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,418,20000002,1,9000418,魔铁杂兵lv418,0,1,418,2,25000135,1
2000419,魔铁杂兵lv419,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,419,20000002,1,9000419,魔铁杂兵lv419,0,1,419,2,25000135,1
2000420,魔铁杂兵lv420,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,420,20000002,1,9000420,魔铁杂兵lv420,0,1,420,2,25000135,1
2000421,魔铁杂兵lv421,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,421,20000002,1,9000421,魔铁杂兵lv421,0,1,421,2,25000135,1
2000422,魔铁杂兵lv422,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,422,20000002,1,9000422,魔铁杂兵lv422,0,1,422,2,25000135,1
2000423,魔铁杂兵lv423,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,423,20000002,1,9000423,魔铁杂兵lv423,0,1,423,2,25000135,1
2000424,魔铁杂兵lv424,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,424,20000002,1,9000424,魔铁杂兵lv424,0,1,424,2,25000135,1
2000425,魔铁杂兵lv425,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,425,20000002,1,9000425,魔铁杂兵lv425,0,1,425,2,25000135,1
2000426,魔铁杂兵lv426,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,426,20000002,1,9000426,魔铁杂兵lv426,0,1,426,2,25000135,1
2000427,魔铁杂兵lv427,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,427,20000002,1,9000427,魔铁杂兵lv427,0,1,427,2,25000135,1
2000428,魔铁杂兵lv428,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,428,20000002,1,9000428,魔铁杂兵lv428,0,1,428,2,25000135,1
2000429,魔铁杂兵lv429,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,429,20000002,1,9000429,魔铁杂兵lv429,0,1,429,2,25000135,1
2000430,魔铁杂兵lv430,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,430,20000002,1,9000430,魔铁杂兵lv430,0,1,430,2,25000135,1
2000431,魔铁杂兵lv431,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,431,20000002,1,9000431,魔铁杂兵lv431,0,1,431,2,25000135,1
2000432,魔铁杂兵lv432,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,432,20000002,1,9000432,魔铁杂兵lv432,0,1,432,2,25000135,1
2000433,魔铁杂兵lv433,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,433,20000002,1,9000433,魔铁杂兵lv433,0,1,433,2,25000135,1
2000434,魔铁杂兵lv434,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,434,20000002,1,9000434,魔铁杂兵lv434,0,1,434,2,25000135,1
2000435,魔铁杂兵lv435,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,435,20000002,1,9000435,魔铁杂兵lv435,0,1,435,2,25000135,1
2000436,魔铁杂兵lv436,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,436,20000002,1,9000436,魔铁杂兵lv436,0,1,436,2,25000135,1
2000437,魔铁杂兵lv437,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,437,20000002,1,9000437,魔铁杂兵lv437,0,1,437,2,25000135,1
